...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2606,"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),Pride & Prejudice,2005,"Pride & Prejudice,2005",tt0414387,Pride & Prejudice,Pride & Prejudice,0,2005,129,"Drama,Romance",7.8,364021,Pride & Prejudice,Pride and Prejudice,Jane Austen,"Pride and Prejudice,Jane Austen",Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,2438,2438,"Oct 20, 2005",Pride & Prejudice,28000000,44780310,"$132,955,485",2401,"Pride & Prejudice,2005"
2629,"The Princess Bride (1973), William Goldman",The Princess Bride (1987),The Princess Bride,1987,"The Princess Bride,1987",tt0093779,The Princess Bride,The Princess Bride,0,1987,98,"Adventure,Comedy,Family",8,474511,The Princess Bride,The Princess Bride,William Goldman,"The Princess Bride,William Goldman",The Princess Bride,"[""William Goldman""]",4.27,905362,3568,3568,"Sep 25, 1987",The Princess Bride,15000000,30857000,"$31,048,738",3501,"The Princess Bride,1987"
2631,"The Princess Diaries (2000–2009) (series), Meg Cabot",The Princess Diaries 2: Royal Engagement (2004),The Princess Diaries 2: Royal Engagement,2004,"The Princess Diaries 2: Royal Engagement,2004",tt0368933,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,0,2004,113,"Comedy,Family,Romance",5.9,95171,The Princess Diaries 2: Royal Engagement,The Princess Diaries,Meg Cabot,"The Princess Diaries,Meg Cabot",The Princess Diaries,"[""Meg Cabot""]",3.81,255530,1529,1529,"Aug 11, 2004",The Princess Diaries 2: Royal Engagement,45000000,95149435,"$134,713,435",1501,"The Princess Diaries 2: Royal Engagement,2004"
2631,"The Princess Diaries (2000–2009) (series), Meg Cabot",The Princess Diaries 2: Royal Engagement (2004),The Princess Diaries 2: Royal Engagement,2004,"The Princess Diaries 2: Royal Engagement,2004",tt0368933,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,0,2004,113,"Comedy,Family,Romance",5.9,95171,The Princess Diaries 2: Royal Engagement,The Princess Diaries,Meg Cabot,"The Princess Diaries,Meg Cabot",The Princess Diaries,"[""Meg Cabot""]",3.81,255530,1529,1529,"Aug 11, 2004",The Princess Diaries 2: Royal Engagement,45000000,95149435,"$134,713,435",1501,"The Princess Diaries 2: Royal Engagement,2004"
2633,"A Princess of Mars (1917), Edgar Rice Burroughs",John Carter (2012),John Carter,2012,"John Carter,2012",tt0401729,John Carter,John Carter,0,2012,132,"Action,Adventure,Sci-Fi",6.6,295795,John Carter,A Princess of Mars,Edgar Rice Burroughs,"A Princess of Mars,Edgar Rice Burroughs",A Princess of Mars,"[""Edgar Rice Burroughs""]",3.81,57902,18,18,"Mar 7, 2012",John Carter,263700000,73058679,"$282,778,100",1,"John Carter,2012"
2639,"The Prisoner of Zenda (1894), Anthony Hope",The Prisoner of Zenda (1979),The Prisoner of Zenda,1979,"The Prisoner of Zenda,1979",tt0079753,The Prisoner of Zenda,The Prisoner of Zenda,0,1979,108,"Adventure,Comedy",5.2,1448,The Prisoner of Zenda,The Prisoner of Zenda,Anthony Hope,"The Prisoner of Zenda,Anthony Hope",The Prisoner of Zenda,"[""Anthony Hope""]",3.84,21435,3883,3883,"May 25, 1979",The Prisoner of Zenda,12500000,7000000,"$7,000,000",3801,"The Prisoner of Zenda,1979"
2654,"Psycho (1959), Robert Bloch",Psycho (1998),Psycho,1998,"Psycho,1998",tt0155975,Psycho,Psycho,0,1998,105,"Horror,Mystery,Thriller",4.6,52220,Psycho,Psycho,Robert Bloch,"Psycho,Robert Bloch",Psycho,"[""Robert Bloch""]",4.12,68906,3036,3036,"Dec 4, 1998",Psycho,20000000,21541218,"$37,226,218",3001,"Psycho,1998"
2662,"The Queen of the Damned (1988), Anne Rice",Queen of the Damned (2002),Queen of the Damned,2002,"Queen of the Damned,2002",tt0238546,Queen of the Damned,Queen of the Damned,0,2002,101,"Drama,Fantasy,Horror",5.3,63217,Queen of the Damned,The Queen of the Damned,Anne Rice,"The Queen of the Damned,Anne Rice",The Queen of the Damned,"[""Anne Rice""]",3.91,153020,2022,2022,"Feb 22, 2002",Queen of the Damned,35000000,30307804,"$30,307,804",2001,"Queen of the Damned,2002"
2667,"The Quiet American (1955), Graham Greene",The Quiet American (2002),The Quiet American,2002,"The Quiet American,2002",tt0258068,The Quiet American,The Quiet American,0,2002,101,"Drama,Romance,Thriller",7,30732,The Quiet American,The Quiet American,Graham Greene,"The Quiet American,Graham Greene",The Quiet American,"[""Graham Greene""]",3.97,64071,3083,3083,"Nov 22, 2002",The Quiet American,20000000,12987647,"$26,348,203",3001,"The Quiet American,2002"
2678,"The Rainmaker (1995), John Grisham",The Rainmaker (1997),The Rainmaker,1997,"The Rainmaker,1997",tt0119978,The Rainmaker,The Rainmaker,0,1997,135,"Crime,Drama,Thriller",7.2,88917,The Rainmaker,The Rainmaker,John Grisham,"The Rainmaker,John Grisham",The Rainmaker,"[""John Grisham""]",4,197551,1739,1739,"Nov 21, 1997",The Rainmaker,40000000,47159786,"$47,159,786",1701,"The Rainmaker,1997"
2679,"Raise the Titanic! (1976), Clive Cussler",Raise the Titanic (1980),Raise the Titanic,1980,"Raise the Titanic,1980",tt0081400,Raise the Titanic,Raise the Titanic,0,1980,115,"Action,Adventure,Drama",5.2,5991,Raise the Titanic,Raise the Titanic!,Clive Cussler,"Raise the Titanic!,Clive Cussler",Raise the Titanic!,"[""Clive Cussler""]",3.99,28545,1828,1828,"Aug 1, 1980",Raise the Titanic,40000000,7000000,"$7,000,000",1801,"Raise the Titanic,1980"
2681,"Random Hearts (1984), Warren Adler",Random Hearts (1999),Random Hearts,1999,"Random Hearts,1999",tt0156934,Random Hearts,Random Hearts,0,1999,133,"Drama,Mystery,Romance",5.4,25031,Random Hearts,Random Hearts,Warren Adler,"Random Hearts,Warren Adler",Random Hearts,"[""Warren Adler""]",3.33,335,1039,1039,"Oct 8, 1999",Random Hearts,64000000,31054924,"$63,200,000",1001,"Random Hearts,1999"
2681,"Random Hearts (1984), Warren Adler",Random Hearts (1999),Random Hearts,1999,"Random Hearts,1999",tt0156934,Random Hearts,Random Hearts,0,1999,133,"Drama,Mystery,Romance",5.4,25031,Random Hearts,Random Hearts,Warren Adler,"Random Hearts,Warren Adler",Random Hearts,"[""Warren Adler""]",3.33,335,1039,1039,"Oct 8, 1999",Random Hearts,64000000,31054924,"$63,200,000",1001,"Random Hearts,1999"
2688,"The Reader (1995), Bernhard Schlink",The Reader (2008),The Reader,2008,"The Reader,2008",tt0976051,The Reader,The Reader,0,2008,124,"Drama,Mystery,Romance",7.6,270993,The Reader,The Reader,Bernhard Schlink,"The Reader,Bernhard Schlink",The Reader,"[""Bernhard Schlink""]",3.78,212978,2127,2127,"Dec 10, 2008",The Reader,32500000,34194407,"$112,964,875",2101,"The Reader,2008"
2689,"Ready Player One (2011), Ernest Cline",Ready Player One (2018),Ready Player One,2018,"Ready Player One,2018",tt1677720,Ready Player One,Ready Player One,0,2018,140,"Action,Adventure,Sci-Fi",7.4,527912,Ready Player One,Ready Player One,Ernest Cline,"Ready Player One,Ernest Cline",Ready Player One,"[""Ernest Cline""]",4.23,1183295,258,258,"Mar 20, 2018",Ready Player One,150000000,137690172,"$583,490,172",201,"Ready Player One,2018"
2690,"Rebecca (1938), Daphne du Maurier",Rebecca (1940),Rebecca,1940,"Rebecca,1940",tt0032976,Rebecca,Rebecca,0,1940,130,"Drama,Mystery,Romance",8.1,160608,Rebecca,Rebecca,Daphne du Maurier,"Rebecca,Daphne du Maurier",Rebecca,"[""Daphne du Maurier""]",4.24,637215,6013,6013,"Mar 21, 1940",Rebecca,1288000,6000000,"$6,003,870",6001,"Rebecca,1940"
2725,"Revolutionary Road (1961), Richard Yates",Revolutionary Road (2008),Revolutionary Road,2008,"Revolutionary Road,2008",tt0959337,Revolutionary Road,Revolutionary Road,0,2008,119,"Drama,Romance",7.3,232489,Revolutionary Road,Revolutionary Road,Richard Yates,"Revolutionary Road,Richard Yates",Revolutionary Road,"[""Richard Yates""]",3.92,88827,1577,1577,"Dec 26, 2008",Revolutionary Road,45000000,22951340,"$79,604,820",1501,"Revolutionary Road,2008"
2744,"The Road (2006), Cormac McCarthy",The Road (2009),The Road,2009,"The Road,2009",tt0898367,The Road,The Road,0,2009,111,"Drama,Thriller",7.2,266243,The Road,The Road,Cormac McCarthy,"The Road,Cormac McCarthy",The Road,"[""Cormac McCarthy""]",4.34,196,2700,2700,"Nov 25, 2009",The Road,25000000,8114270,"$29,206,732",2601,"The Road,2009"
2744,"The Road (2006), Cormac McCarthy",The Road (2009),The Road,2009,"The Road,2009",tt0898367,The Road,The Road,0,2009,111,"Drama,Thriller",7.2,266243,The Road,The Road,Cormac McCarthy,"The Road,Cormac McCarthy",The Road,"[""Cormac McCarthy""]",3.99,916988,2700,2700,"Nov 25, 2009",The Road,25000000,8114270,"$29,206,732",2601,"The Road,2009"
2797,"The Rules of Attraction (1987), Bret Easton Ellis",The Rules of Attraction (2002),The Rules of Attraction,2002,"The Rules of Attraction,2002",tt0292644,The Rules of Attraction,The Rules of Attraction,0,2002,110,"Comedy,Drama,Romance",6.6,54885,The Rules of Attraction,The Rules of Attraction,Bret Easton Ellis,"The Rules of Attraction,Bret Easton Ellis",The Rules of Attraction,"[""Bret Easton Ellis""]",3.72,47755,5278,5278,"Oct 11, 2002",The Rules of Attraction,4000000,6525762,"$11,799,060",5201,"The Rules of Attraction,2002"
2798,"Rum Punch (1992), Elmore Leonard",Jackie Brown (1997),Jackie Brown,1997,"Jackie Brown,1997",tt0119396,Jackie Brown,Jackie Brown,0,1997,154,"Crime,Drama,Thriller",7.5,395904,Jackie Brown,Rum Punch,Elmore Leonard,"Rum Punch,Elmore Leonard",Rum Punch,"[""Elmore Leonard""]",3.93,11520,3922,3922,"Dec 25, 1997",Jackie Brown,12000000,39673162,"$74,727,492",3901,"Jackie Brown,1997"
2800,"A Running Duck (a.k.a. Fair Game) (1974), Paula Gosling",Cobra (1986),Cobra,1986,"Cobra,1986",tt0090859,Cobra,Cobra,0,1986,87,"Action,Crime,Thriller",5.8,84109,Cobra,A Running Duck,Paula Gosling,"A Running Duck,Paula Gosling",A Running Duck,"[""Paula Gosling""]",3.56,167,2593,2593,"May 23, 1986",Cobra,25000000,49042224,"$49,042,224",2501,"Cobra,1986"
2801,"A Running Duck (a.k.a. Fair Game) (1974), Paula Gosling",Fair Game (1995),Fair Game,1995,"Fair Game,1995",tt0113010,Fair Game,Fair Game,0,1995,91,"Action,Romance,Thriller",4.4,14529,Fair Game,A Running Duck,Paula Gosling,"A Running Duck,Paula Gosling",A Running Duck,"[""Paula Gosling""]",3.56,167,1446,1446,"Nov 3, 1995",Fair Game,50000000,11497497,"$26,097,497",1401,"Fair Game,1995"
2808,"Sahara (1992), Clive Cussler",Sahara (2005),Sahara,2005,"Sahara,2005",tt0318649,Sahara,Sahara,0,2005,124,"Action,Adventure,Comedy",6.1,107668,Sahara,Sahara,Clive Cussler,"Sahara,Clive Cussler",Sahara,"[""Clive Cussler""]",3.99,59207,294,294,"Apr 8, 2005",Sahara,145000000,68671925,"$121,645,390",201,"Sahara,2005"
2831,"A Scanner Darkly (1977), Philip K. Dick",A Scanner Darkly (2006),A Scanner Darkly,2006,"A Scanner Darkly,2006",tt0405296,A Scanner Darkly,A Scanner Darkly,0,2006,100,"Animation,Comedy,Crime",7,120760,A Scanner Darkly,A Scanner Darkly,Philip K. Dick,"A Scanner Darkly,Philip K. Dick",A Scanner Darkly,"[""Philip K. Dick""]",4.02,102973,3125,3125,"Jul 7, 2006",A Scanner Darkly,20000000,5501616,"$7,405,084",3101,"A Scanner Darkly,2006"
2833,"Scarface (1930), Armitage Trail",Scarface (1983),Scarface,1983,"Scarface,1983",tt0086250,Scarface,Scarface,0,1983,170,"Crime,Drama",8.3,988454,Scarface,Scarface,Armitage Trail,"Scarface,Armitage Trail",Scarface,"[""Armitage Trail""]",3.71,606,2598,2598,"Dec 9, 1983",Scarface,25000000,45227398,"$65,703,398",2501,"Scarface,1983"
2846,"The Scarlet Letter (1850), Nathaniel Hawthorne",The Scarlet Letter (1995),The Scarlet Letter,1995,"The Scarlet Letter,1995",tt0114345,The Scarlet Letter,The Scarlet Letter,0,1995,135,"Drama,Romance",5.3,17136,The Scarlet Letter,The Scarlet Letter,Nathaniel Hawthorne,"The Scarlet Letter,Nathaniel Hawthorne",The Scarlet Letter,"[""Nathaniel Hawthorne""]",3.43,870808,1449,1449,"Oct 13, 1995",The Scarlet Letter,50000000,10359006,"$10,359,006",1401,"The Scarlet Letter,1995"
2878,"The Secret Life of Bees (2002), Sue Monk Kidd",The Secret Life of Bees (2008),The Secret Life of Bees,2008,"The Secret Life of Bees,2008",tt0416212,The Secret Life of Bees,The Secret Life of Bees,0,2008,114,Drama,7.2,29358,The Secret Life of Bees,The Secret Life of Bees,Sue Monk Kidd,"The Secret Life of Bees,Sue Monk Kidd",The Secret Life of Bees,"[""Sue Monk Kidd""]",4.09,1298713,4059,4059,"Oct 17, 2008",The Secret Life of Bees,11000000,37780486,"$39,994,347",4001,"The Secret Life of Bees,2008"
2892,"Shaft (1970), Ernest Tidyman",Shaft (2000),Shaft,2000,"Shaft,2000",tt0162650,Shaft,Shaft,0,2000,99,"Action,Crime,Thriller",6,84150,Shaft,Shaft,Ernest Tidyman,"Shaft,Ernest Tidyman",Shaft,"[""Ernest Tidyman""]",3.46,275,1296,1296,"Jun 16, 2000",Shaft,53012938,70327868,"$107,190,108",1201,"Shaft,2000"
2893,"Shaft (1970), Ernest Tidyman",Shaft (2019),Shaft,2019,"Shaft,2019",tt4463894,Shaft,Shaft,0,2019,111,"Action,Comedy,Crime",6.4,61419,Shaft,Shaft,Ernest Tidyman,"Shaft,Ernest Tidyman",Shaft,"[""Ernest Tidyman""]",3.46,275,2299,2299,"Jun 14, 2019",Shaft,30000000,21360215,"$21,360,215",2201,"Shaft,2019"
2895,"Shalako (1962), Louis L'Amour",Shalako (1968),Shalako,1968,"Shalako,1968",tt0063592,Shalako,Shalako,0,1968,113,"Action,Drama,Western",5.6,3739,Shalako,Shalako,Louis L'Amour,"Shalako,Louis L'Amour",Shalako,"[""Louis L'Amour""]",4.05,3102,5980,5980,1968,Shalako,1455000,2620000,"$2,620,000",5901,"Shalako,1968"
2918,"The Shining (1977), Stephen King",The Shining (1980),The Shining,1980,"The Shining,1980",tt0081505,The Shining,The Shining,0,1980,146,"Drama,Horror",8.4,1189263,The Shining,The Shining,Stephen King,"The Shining,Stephen King",The Shining,"[""Stephen King""]",4.27,1510101,3199,3199,"May 23, 1980",The Shining,19000000,45634750,"$46,821,136",3101,"The Shining,1980"
2920,"The Shipping News (1993), Annie Proulx",The Shipping News (2001),The Shipping News,2001,"The Shipping News,2001",tt0120824,The Shipping News,The Shipping News,0,2001,111,Drama,6.7,34579,The Shipping News,The Shipping News,Annie Proulx,"The Shipping News,Annie Proulx",The Shipping News,"[""Annie Proulx""]",3.88,146802,2059,2059,"Dec 25, 2001",The Shipping News,35000000,11405825,"$24,405,825",2001,"The Shipping News,2001"
2927,"Shutter Island (2003), Dennis Lehane",Shutter Island (2010),Shutter Island,2010,"Shutter Island,2010",tt1130884,Shutter Island,Shutter Island,0,2010,138,"Drama,Mystery,Thriller",8.2,1587696,Shutter Island,Shutter Island,Dennis Lehane,"Shutter Island,Dennis Lehane",Shutter Island,"[""Dennis Lehane""]",4.12,197192,718,718,"Feb 19, 2010",Shutter Island,80000000,128012934,"$299,461,782",701,"Shutter Island,2010"
2928,"Sideways (2004), Rex Pickett",Sideways (2004),Sideways,2004,"Sideways,2004",tt0375063,Sideways,Sideways,0,2004,127,"Comedy,Drama,Romance",7.5,213757,Sideways,Sideways,Rex Pickett,"Sideways,Rex Pickett",Sideways,"[""Rex Pickett""]",3.72,5994,3359,3359,"Oct 22, 2004",Sideways,17000000,71502303,"$109,726,800",3301,"Sideways,2004"
2933,"Simple Simon (1996), Ryne Douglas Pearson",Mercury Rising (1998),Mercury Rising,1998,"Mercury Rising,1998",tt0120749,Mercury Rising,Mercury Rising,0,1998,111,"Action,Crime,Drama",6.1,80314,Mercury Rising,Simple Simon,Ryne Douglas Pearson,"Simple Simon,Ryne Douglas Pearson",Simple Simon,"[""Ryne Douglas Pearson""]",3.67,361,1144,1144,"Apr 3, 1998",Mercury Rising,60000000,32983332,"$32,983,332",1101,"Mercury Rising,1998"
2941,"Skipping Christmas (2001), John Grisham",Christmas with the Kranks (2004),Christmas with the Kranks,2004,"Christmas with the Kranks,2004",tt0388419,Christmas with the Kranks,Christmas with the Kranks,0,2004,99,"Comedy,Family",5.5,62236,Christmas with the Kranks,Skipping Christmas,John Grisham,"Skipping Christmas,John Grisham",Skipping Christmas,"[""John Grisham""]",3.55,77223,1361,1361,"Nov 24, 2004",Christmas with the Kranks,50000000,73701902,"$96,469,187",1301,"Christmas with the Kranks,2004"
2978,"The Space Vampires (1976), Colin Wilson",Lifeforce (1985),Lifeforce,1985,"Lifeforce,1985",tt0089489,Lifeforce,Lifeforce,0,1985,101,"Action,Horror,Mystery",6.1,33156,Lifeforce,The Space Vampires,Colin Wilson,"The Space Vampires,Colin Wilson",The Space Vampires,"[""Colin Wilson""]",3.33,867,2685,2685,"Jun 21, 1985",Lifeforce,25000000,11603545,"$11,603,545",2601,"Lifeforce,1985"
2981,"Spartacus (1951), Howard Fast",Spartacus (1960),Spartacus,1960,"Spartacus,1960",tt0054331,Spartacus,Spartacus,0,1960,197,"Adventure,Biography,Drama",7.9,149729,Spartacus,Spartacus,Howard Fast,"Spartacus,Howard Fast",Spartacus,"[""Howard Fast""]",3.89,2016,3934,3934,"Oct 7, 1960",Spartacus,12000000,30000000,"$59,999,883",3901,"Spartacus,1960"
2982,"Sphere (1987), Michael Crichton",Sphere (1998),Sphere,1998,"Sphere,1998",tt0120184,Sphere,Sphere,0,1998,134,"Mystery,Sci-Fi,Thriller",6.1,117013,Sphere,Sphere,Michael Crichton,"Sphere,Michael Crichton",Sphere,"[""Michael Crichton""]",3.83,187195,870,870,"Feb 13, 1998",Sphere,73000000,37068294,"$50,168,294",801,"Sphere,1998"
2997,"The Spy Who Loved Me (1962), Ian Fleming",The Spy Who Loved Me (1977),The Spy Who Loved Me,1977,"The Spy Who Loved Me,1977",tt0076752,The Spy Who Loved Me,The Spy Who Loved Me,0,1977,125,"Action,Adventure,Thriller",7,121974,The Spy Who Loved Me,The Spy Who Loved Me,Ian Fleming,"The Spy Who Loved Me,Ian Fleming",The Spy Who Loved Me,"[""Ian Fleming""]",3.4,13613,3723,3723,"Jul 13, 1977",The Spy Who Loved Me,14000000,46800000,"$185,400,000",3701,"The Spy Who Loved Me,1977"
3003,"Stardust (1999), Neil Gaiman",Stardust (2007),Stardust,2007,"Stardust,2007",tt0486655,Stardust,Stardust,0,2007,127,"Adventure,Fantasy,Romance",7.6,295058,Stardust,Stardust,Neil Gaiman,"Stardust,Neil Gaiman",Stardust,"[""Neil Gaiman""]",4.1,460378,926,926,"Aug 10, 2007",Stardust,70000000,38634938,"$137,022,245",901,"Stardust,2007"
3007,"Starship Troopers (1959), Robert A. Heinlein",Starship Troopers (1997),Starship Troopers,1997,"Starship Troopers,1997",tt0120201,Starship Troopers,Starship Troopers,0,1997,129,"Action,Adventure,Sci-Fi",7.3,339849,Starship Troopers,Starship Troopers,Robert A. Heinlein,"Starship Troopers,Robert A. Heinlein",Starship Troopers,"[""Robert A. Heinlein""]",4.01,230212,468,468,"Nov 7, 1997",Starship Troopers,105000000,54768952,"$121,099,956",401,"Starship Troopers,1997"
3017,"The Stepford Wives (1972), Ira Levin",The Stepford Wives (2004),The Stepford Wives,2004,"The Stepford Wives,2004",tt0327162,The Stepford Wives,The Stepford Wives,0,2004,93,"Comedy,Horror,Sci-Fi",5.4,72683,The Stepford Wives,The Stepford Wives,Ira Levin,"The Stepford Wives,Ira Levin",The Stepford Wives,"[""Ira Levin""]",3.84,42604,517,517,"Jun 11, 2004",The Stepford Wives,100000000,59475623,"$96,150,482",501,"The Stepford Wives,2004"
3021,"A Stir of Echoes (1958), Richard Matheson",Stir of Echoes (1999),Stir of Echoes,1999,"Stir of Echoes,1999",tt0164181,Stir of Echoes,Stir of Echoes,0,1999,99,"Horror,Mystery,Thriller",6.9,91910,Stir of Echoes,A Stir of Echoes,Richard Matheson,"A Stir of Echoes,Richard Matheson",A Stir of Echoes,"[""Richard Matheson""]",3.86,14288,3950,3950,"Sep 10, 1999",Stir of Echoes,12000000,21133087,"$23,059,379",3901,"Stir of Echoes,1999"
3032,"Strangers on a Train (1950), Patricia Highsmith",Strangers on a Train (1951),Strangers on a Train,1951,"Strangers on a Train,1951",tt0044079,Strangers on a Train,Strangers on a Train,0,1951,101,"Crime,Drama,Film-Noir",7.9,147103,Strangers on a Train,Strangers on a Train,Patricia Highsmith,"Strangers on a Train,Patricia Highsmith",Strangers on a Train,"[""Patricia Highsmith""]",3.73,32738,6031,6031,"Jul 3, 1951",Strangers on a Train,1200000,7000000,"$7,022,657",6001,"Strangers on a Train,1951"
3036,"Strip Tease (1993), Carl Hiaasen",Striptease (1996),Striptease,1996,"Striptease,1996",tt0117765,Striptease,Striptease,0,1996,115,"Comedy,Crime,Drama",4.6,50696,Striptease,Strip Tease,Carl Hiaasen,"Strip Tease,Carl Hiaasen",Strip Tease,"[""Carl Hiaasen""]",3.87,16380,1410,1410,"Jun 28, 1996",Striptease,50000000,33109743,"$113,309,743",1401,"Striptease,1996"
3039,"The Sum of All Fears (1991), Tom Clancy",The Sum of All Fears (2002),The Sum of All Fears,2002,"The Sum of All Fears,2002",tt0164184,The Sum of All Fears,The Sum of All Fears,0,2002,124,"Action,Drama,Thriller",6.5,131695,The Sum of All Fears,The Sum of All Fears,Tom Clancy,"The Sum of All Fears,Tom Clancy",The Sum of All Fears,"[""Tom Clancy""]",4.07,63097,958,958,"May 31, 2002",The Sum of All Fears,68000000,118471320,"$193,500,000",901,"The Sum of All Fears,2002"
3074,"The Talented Mr. Ripley (1955), Patricia Highsmith",The Talented Mr. Ripley (1999),The Talented Mr. Ripley,1999,"The Talented Mr. Ripley,1999",tt0134119,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,139,"Crime,Drama,Thriller",7.4,265216,The Talented Mr. Ripley,The Talented Mr. Ripley,Patricia Highsmith,"The Talented Mr. Ripley,Patricia Highsmith",The Talented Mr. Ripley,"[""Patricia Highsmith""]",3.94,95085,1695,1695,"Dec 24, 1999",The Talented Mr. Ripley,40000000,81292135,"$128,792,130",1601,"The Talented Mr. Ripley,1999"
3146,"Theatre (1937), W. Somerset Maugham",Being Julia (2004),Being Julia,2004,"Being Julia,2004",tt0340012,Being Julia,Being Julia,0,2004,104,"Comedy,Drama,Romance",7,13275,Being Julia,Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,3301,3301,"Oct 15, 2004",Being Julia,18000000,7739049,"$14,451,322",3301,"Being Julia,2004"
3248,"Thunderball (1961), Ian Fleming",Thunderball (1965),Thunderball,1965,"Thunderball,1965",tt0059800,Thunderball,Thunderball,0,1965,130,"Action,Adventure,Thriller",6.9,133600,Thunderball,Thunderball,Ian Fleming,"Thunderball,Ian Fleming",Thunderball,"[""Ian Fleming""]",3.83,16850,4410,4410,"Dec 11, 1965",Thunderball,9000000,63600000,"$141,200,000",4401,"Thunderball,1965"
3249,"Thunderball (1961), Ian Fleming",Never Say Never Again (1983),Never Say Never Again,1983,"Never Say Never Again,1983",tt0086006,Never Say Never Again,Never Say Never Again,0,1983,134,"Action,Adventure,Thriller",6.1,76218,Never Say Never Again,Thunderball,Ian Fleming,"Thunderball,Ian Fleming",Thunderball,"[""Ian Fleming""]",3.83,16850,1934,1934,"Oct 7, 1983",Never Say Never Again,36000000,55500000,"$160,000,000",1901,"Never Say Never Again,1983"
