movie_match,...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,book_year_str,book_year,book_movie_years,ROI
"The Hunger Games: Mockingjay - Part 1,2014",1687,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1,2014,"The Hunger Games: Mockingjay - Part 1,2014",tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,123,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,533728,The Hunger Games: Mockingjay - Part 1,The Hunger Games,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins","The Hunger Games,The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,129,"$759,159,711","$337,135,885",44.4%,"$422,023,826",55.6%,2014,358,358,"Nov 19, 2014",The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,301,2008,2008,6,5.132601048
"The Hunger Games: Mockingjay - Part 2,2015",1688,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: Mockingjay - Part 2 (2015),The Hunger Games: Mockingjay - Part 2,2015,"The Hunger Games: Mockingjay - Part 2,2015",tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,0,2015,137,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,402309,The Hunger Games: Mockingjay - Part 2,The Hunger Games,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins","The Hunger Games,The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,168,"$661,456,867","$281,723,902",42.6%,"$379,732,965",57.4%,2015,209,209,"Nov 18, 2015",The Hunger Games: Mockingjay - Part 2,160000000,281723902,646125287,201,2008,2008,7,3.03828304375
"The Hunger Games: The Ballad of Songbirds & Snakes,2023",1689,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: The Ballad of Songbirds & Snakes (2023),The Hunger Games: The Ballad of Songbirds & Snakes,2023,"The Hunger Games: The Ballad of Songbirds & Snakes,2023",tt10545296,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,0,2023,157,"Action,Adventure,Drama",Action,Adventure,Drama,6.6,170586,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins","The Hunger Games,The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,488,"$347,720,766","$166,350,594",47.8%,"$181,370,172",52.2%,2023,494,494,"Nov 15, 2023",The Hunger Games: The Ballad of Songbirds & Snakes,100000000,166350594,347999047,401,2008,2008,15,2.47999047
"The Hunt for Red October,1990",1690,"The Hunt for Red October (1984), Tom Clancy",The Hunt for Red October (1990),The Hunt for Red October,1990,"The Hunt for Red October,1990",tt0099810,The Hunt for Red October,The Hunt for Red October,0,1990,135,"Action,Adventure,Thriller",Action,Adventure,Thriller,7.5,226308,The Hunt for Red October,The Hunt for Red October,Tom Clancy,"The Hunt for Red October,Tom Clancy",The Hunt for Red October,"[""Tom Clancy""]",4.11,376321,960,"$200,512,643","$122,012,643",60.8%,"$78,500,000",39.2%,1990,2189,2189,"Mar 2, 1990",The Hunt for Red October,30000000,120709866,200500000,2101,1984,1984,6,5.683333333333334
"The Hustler,1961",1694,"The Hustler (1959), Walter Tevis",The Hustler (1961),The Hustler,1961,"The Hustler,1961",tt0054997,The Hustler,The Hustler,0,1961,134,"Drama,Sport",Drama,Sport,NA,7.9,89869,The Hustler,The Hustler,Walter Tevis,"The Hustler,Walter Tevis",The Hustler,"[""Walter Tevis""]",4.11,4031,NA,NA,NA,NA,NA,NA,NA,5741,5741,"Sep 25, 1961",The Hustler,2000000,7600000,7600738,5701,1959,1959,2,2.800369
"The Invasion,2007",450,"The Body Snatchers (1955), Jack Finney",The Invasion (2007),The Invasion,2007,"The Invasion,2007",tt0427392,The Invasion,The Invasion,0,2007,99,"Sci-Fi,Thriller",Sci-Fi,Thriller,NA,5.9,86734,The Invasion,The Body Snatchers,Jack Finney,"The Body Snatchers,Jack Finney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,781,"Aug 17, 2007",The Invasion,80000000,15074191,40147042,701,1955,1955,52,-0.498161975
"The Invisible Man,2020",1733,"The Invisible Man (1897), H. G. Wells",The Invisible Man (2020),The Invisible Man,2020,"The Invisible Man,2020",tt1051906,The Invisible Man,The Invisible Man,0,2020,124,"Drama,Horror,Mystery",Drama,Horror,Mystery,7.1,276644,The Invisible Man,The Invisible Man,H. G. Wells,"The Invisible Man,H. G. Wells",NA,NA,4.1,56188,NA,NA,NA,NA,NA,NA,NA,4666,4666,"Feb 26, 2020",The Invisible Man,7000000,64914050,139011965,4601,1897,1897,123,18.858852142857142
"The Island of Dr. Moreau,1996",1746,"The Island of Doctor Moreau (1896), H. G. Wells",The Island of Dr. Moreau (1996),The Island of Dr. Moreau,1996,"The Island of Dr. Moreau,1996",tt0116654,The Island of Dr. Moreau,The Island of Dr. Moreau,0,1996,96,"Horror,Sci-Fi,Thriller",Horror,Sci-Fi,Thriller,4.6,37499,The Island of Dr. Moreau,The Island of Doctor Moreau,H. G. Wells,"The Island of Doctor Moreau,H. G. Wells",NA,NA,3.73,122255,NA,NA,NA,NA,NA,NA,NA,1780,1780,"Aug 23, 1996",The Island of Dr. Moreau,40000000,27682712,27682712,1701,1896,1896,100,-0.3079322
"The Island,1980",1740,"The Island (1979), Peter Benchley",The Island (1980),The Island,1980,"The Island,1980",tt0080934,The Island,The Island,0,1980,114,"Action,Adventure,Drama",Action,Adventure,Drama,5.3,5035,The Island,The Island,Peter Benchley,"The Island,Peter Benchley",The Island,"[""Peter Benchley""]",3.34,2196,NA,NA,NA,NA,NA,NA,NA,2863,2863,"Jun 13, 1980",The Island,22000000,15716828,15716828,2801,1979,1979,1,-0.2855987272727273
"The Jackal,1997",773,"The Day of the Jackal (1971), Frederick Forsyth",The Jackal (1997),The Jackal,1997,"The Jackal,1997",tt0119395,The Jackal,The Jackal,0,1997,124,"Action,Crime,Drama",Action,Crime,Drama,6.4,130294,The Jackal,The Day of the Jackal,Frederick Forsyth,"The Day of the Jackal,Frederick Forsyth",The Day of the Jackal,"[""Frederick Forsyth""]",4.27,134901,NA,NA,NA,NA,NA,NA,NA,1111,1111,"Nov 14, 1997",The Jackal,60000000,54956941,159356941,1101,1971,1971,26,1.6559490166666666
"The Jungle Book 2,2003",1862,"The Jungle Books (1894–1895)[N 32], Rudyard Kipling",The Jungle Book 2 (2003),The Jungle Book 2,2003,"The Jungle Book 2,2003",tt0283426,The Jungle Book 2,The Jungle Book 2,0,2003,72,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,5.3,19141,The Jungle Book 2,The Jungle Books,"The Jungle Books (1894–1895)[N 32], Rudyard Kipling","The Jungle Books,The Jungle Books (1894–1895)[N 32], Rudyard Kipling",NA,NA,4.01,87633,NA,NA,NA,NA,NA,NA,NA,2969,2969,"Feb 14, 2003",The Jungle Book 2,20000000,47901582,139924202,2901,1894,1894,109,5.9962101
"The Jungle Book,2016",1863,"The Jungle Books (1894–1895)[N 32], Rudyard Kipling",The Jungle Book (2016)[N 34],The Jungle Book,2016,"The Jungle Book,2016",tt3040964,The Jungle Book,The Jungle Book,0,2016,106,"Action,Adventure,Animation",Action,Adventure,Animation,7.3,302102,The Jungle Book,The Jungle Books,"The Jungle Books (1894–1895)[N 32], Rudyard Kipling","The Jungle Books,The Jungle Books (1894–1895)[N 32], Rudyard Kipling",NA,NA,4.01,87633,NA,NA,NA,NA,NA,NA,NA,162,162,"Apr 7, 2016",The Jungle Book,175000000,364001123,950697998,101,1894,1894,122,4.432559988571429
"The Killer Inside Me,2010",1903,"The Killer Inside Me (1952), Jim Thompson",The Killer Inside Me (2010),The Killer Inside Me,2010,"The Killer Inside Me,2010",tt0954947,The Killer Inside Me,The Killer Inside Me,0,2010,109,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.1,36672,The Killer Inside Me,The Killer Inside Me,Jim Thompson,"The Killer Inside Me,Jim Thompson",The Killer Inside Me,"[""Jim Thompson""]",3.86,23424,NA,NA,NA,NA,NA,NA,NA,3865,3865,"Jun 18, 2010",The Killer Inside Me,13000000,217277,5453369,3801,1952,1952,58,-0.5805100769230769
"The Lady from Shanghai,1947",1707,"If I Die Before I Wake (1938), Sherwood King",The Lady from Shanghai (1947),The Lady from Shanghai,1947,"The Lady from Shanghai,1947",tt0040525,The Lady from Shanghai,The Lady from Shanghai,0,1947,87,"Crime,Drama,Film-Noir",Crime,Drama,Film-Noir,7.5,35879,The Lady from Shanghai,If I Die Before I Wake,Sherwood King,"If I Die Before I Wake,Sherwood King",If I Die Before I Wake,"[""Sherwood King""]",3.66,222,NA,NA,NA,NA,NA,NA,NA,5823,5823,"Dec 24, 1947",The Lady from Shanghai,2000000,0,1412,5801,1938,1938,9,-0.999294
"The Last Song,2010",1999,"The Last Song (2009), Nicholas Sparks",The Last Song (2010),The Last Song,2010,"The Last Song,2010",tt1294226,The Last Song,The Last Song,0,2010,107,"Drama,Music,Romance",Drama,Music,Romance,6,95083,The Last Song,The Last Song,Nicholas Sparks,"The Last Song,Nicholas Sparks",The Last Song,"[""Nicholas Sparks""]",4.16,556845,NA,NA,NA,NA,NA,NA,NA,2952,2952,"Mar 31, 2010",The Last Song,20000000,62950384,92678948,2901,2009,2009,1,3.6339474
"The Last Unicorn,1982",2003,"The Last Unicorn (1968), Peter S. Beagle",The Last Unicorn (1982),The Last Unicorn,1982,"The Last Unicorn,1982",tt0084237,The Last Unicorn,The Last Unicorn,0,1982,92,"Adventure,Animation,Drama",Adventure,Animation,Drama,7.3,32110,The Last Unicorn,The Last Unicorn,Peter S. Beagle,"The Last Unicorn,Peter S. Beagle",The Last Unicorn,"[""Peter S. Beagle""]",4.16,112951,NA,NA,NA,NA,NA,NA,NA,5279,5279,"Nov 19, 1982",The Last Unicorn,4000000,6455330,6455330,5201,1968,1968,14,0.6138325
"The Last Voyage of the Demeter,2023",1048,"Dracula (1897), Bram Stoker",The Last Voyage of the Demeter (2023),The Last Voyage of the Demeter,2023,"The Last Voyage of the Demeter,2023",tt1001520,The Last Voyage of the Demeter,The Last Voyage of the Demeter,0,2023,118,"Fantasy,Horror,Thriller",Fantasy,Horror,Thriller,6.1,67474,The Last Voyage of the Demeter,Dracula,Bram Stoker,"Dracula,Bram Stoker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1593,"Aug 9, 2023",The Last Voyage of the Demeter,45000000,13637180,20397648,1501,1897,1897,126,-0.5467189333333333
"The Last of the Mohicans,1992",1996,"The Last of the Mohicans (1826), James Fenimore Cooper",The Last of the Mohicans (1992),The Last of the Mohicans,1992,"The Last of the Mohicans,1992",tt0104691,The Last of the Mohicans,The Last of the Mohicans,0,1992,112,"Action,Adventure,Drama",Action,Adventure,Drama,7.6,201591,The Last of the Mohicans,The Last of the Mohicans,James Fenimore Cooper,"The Last of the Mohicans,James Fenimore Cooper",The Last of the Mohicans,"[""James Fenimore Cooper""]",3.7,98335,NA,NA,NA,NA,NA,NA,NA,1697,1697,"Sep 25, 1992",The Last of the Mohicans,40000000,75505856,75505856,1601,1826,1826,166,0.8876464
"The Legend of Tarzan,2016",3128,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Legend of Tarzan (2016),The Legend of Tarzan,2016,"The Legend of Tarzan,2016",tt0918940,The Legend of Tarzan,The Legend of Tarzan,0,2016,110,"Action,Adventure,Drama",Action,Adventure,Drama,6.2,195246,The Legend of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,464,"$357,243,061","$126,643,061",35.4%,"$230,600,000",64.6%,2016,150,150,"Jun 27, 2016",The Legend of Tarzan,180000000,126643061,357243061,101,1912,1912,104,0.9846836722222222
"The Lincoln Lawyer,2011",2056,"The Lincoln Lawyer (2005), Michael Connelly",The Lincoln Lawyer (2011),The Lincoln Lawyer,2011,"The Lincoln Lawyer,2011",tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,118,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.3,265441,The Lincoln Lawyer,The Lincoln Lawyer,Michael Connelly,"The Lincoln Lawyer,Michael Connelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1718,1718,"Mar 18, 2011",The Lincoln Lawyer,40000000,58009200,87145086,1701,2005,2005,6,1.17862715
"The Lord of the Rings: The Fellowship of the Ring,2001",2111,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",The Lord of the Rings: The Fellowship of the Ring (2001),The Lord of the Rings: The Fellowship of the Ring,2001,"The Lord of the Rings: The Fellowship of the Ring,2001",tt0120737,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,178,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8.9,2147342,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien","The Lord of the Rings,The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",NA,NA,4.53,681986,82,"$889,469,407","$319,372,078",35.9%,"$570,097,329",64.1%,2001,574,574,"Dec 19, 2001",The Lord of the Rings: The Fellowship of the Ring,93000000,319232617,894849370,501,1954,1954,47,8.62203623655914
"The Lord of the Rings: The Return of the King,2003",2113,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Return of the King,2003,"The Lord of the Rings: The Return of the King,2003",tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,201,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,9,2112777,The Lord of the Rings: The Return of the King,The Lord of the Rings,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien","The Lord of the Rings,The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",NA,NA,4.53,681986,32,"$1,139,427,855","$381,878,219",33.5%,"$757,549,636",66.5%,2003,569,569,"Dec 17, 2003",The Lord of the Rings: The Return of the King,94000000,381518844,1123883835,501,1954,1954,49,10.956211010638297
"The Lord of the Rings: The Two Towers,2002",2112,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",The Lord of the Rings: The Two Towers (2002),The Lord of the Rings: The Two Towers,2002,"The Lord of the Rings: The Two Towers,2002",tt0167261,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,179,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8.8,1906336,The Lord of the Rings: The Two Towers,The Lord of the Rings,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien","The Lord of the Rings,The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",NA,NA,4.53,681986,75,"$938,828,326","$345,518,923",36.8%,"$593,309,403",63.2%,2002,571,571,"Dec 18, 2002",The Lord of the Rings: The Two Towers,94000000,345115396,921711177,501,1954,1954,48,8.805438053191489
"The Lost World: Jurassic Park,1997",1869,"Jurassic Park (1990), Michael Crichton",The Lost World: Jurassic Park (1997)[N 35],The Lost World: Jurassic Park,1997,"The Lost World: Jurassic Park,1997",tt0119567,The Lost World: Jurassic Park,The Lost World: Jurassic Park,0,1997,129,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,469381,The Lost World: Jurassic Park,Jurassic Park,Michael Crichton,"Jurassic Park,Michael Crichton",Jurassic Park,"[""Michael Crichton""]",4.1,967542,NA,NA,NA,NA,NA,NA,NA,810,810,"May 22, 1997",The Lost World: Jurassic Park,75000000,229086679,618638999,801,1990,1990,7,7.2485199866666665
"The Lovely Bones,2009",2130,"The Lovely Bones (2002), Alice Sebold",The Lovely Bones (2009),The Lovely Bones,2009,"The Lovely Bones,2009",tt0380510,The Lovely Bones,The Lovely Bones,0,2009,135,"Drama,Fantasy,Thriller",Drama,Fantasy,Thriller,6.6,188611,The Lovely Bones,The Lovely Bones,Alice Sebold,"The Lovely Bones,Alice Sebold",The Lovely Bones,"[""Alice Sebold""]",3.85,2367571,NA,NA,NA,NA,NA,NA,NA,565,565,"Dec 11, 2009",The Lovely Bones,95000000,44114232,94894448,501,2002,2002,7,-0.0011110736842105263
"The Lucky One,2012",2132,"The Lucky One (2008), Nicholas Sparks",The Lucky One (2012),The Lucky One,2012,"The Lucky One,2012",tt1327194,The Lucky One,The Lucky One,0,2012,101,"Drama,Mystery,Romance",Drama,Mystery,Romance,6.4,117258,The Lucky One,The Lucky One,Nicholas Sparks,"The Lucky One,Nicholas Sparks",The Lucky One,"[""Nicholas Sparks""]",4.12,363559,NA,NA,NA,NA,NA,NA,NA,2582,2582,"Apr 19, 2012",The Lucky One,25000000,60457138,96633833,2501,2008,2008,4,2.86535332
"The Man in the Iron Mask,1998",3404,"The Vicomte of Bragelonne: Ten Years Later (French: Le Vicomte de Bragelonne ou Dix ans plus tard) (1847–1850), Alexandre Dumas, père",The Man in the Iron Mask (1998)[N 12],The Man in the Iron Mask,1998,"The Man in the Iron Mask,1998",tt0120744,The Man in the Iron Mask,The Man in the Iron Mask,0,1998,132,"Action,Adventure,Drama",Action,Adventure,Drama,6.5,186537,The Man in the Iron Mask,The Vicomte of Bragelonne: Ten Years Later,"Alexandre Dumas, père","The Vicomte of Bragelonne: Ten Years Later,Alexandre Dumas, père",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,1981,"Mar 13, 1998",The Man in the Iron Mask,35000000,56968169,56968169,1901,1847,1847,151,0.6276619714285714
"The Man with the Golden Gun,1974",2155,"The Man with the Golden Gun (1965), Ian Fleming",The Man with the Golden Gun (1974),The Man with the Golden Gun,1974,"The Man with the Golden Gun,1974",tt0071807,The Man with the Golden Gun,The Man with the Golden Gun,0,1974,125,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.7,118596,The Man with the Golden Gun,The Man with the Golden Gun,Ian Fleming,"The Man with the Golden Gun,Ian Fleming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4686,4686,"Dec 20, 1974",The Man with the Golden Gun,7000000,21000000,97600000,4601,1965,1965,9,12.942857142857143
"The Manchurian Candidate,2004",2160,"The Manchurian Candidate (1959), Richard Condon",The Manchurian Candidate (2004),The Manchurian Candidate,2004,"The Manchurian Candidate,2004",tt0368008,The Manchurian Candidate,The Manchurian Candidate,0,2004,129,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,6.6,121563,The Manchurian Candidate,The Manchurian Candidate,Richard Condon,"The Manchurian Candidate,Richard Condon",The Manchurian Candidate,"[""Richard Condon""]",4.09,24461,NA,NA,NA,NA,NA,NA,NA,746,746,"Jul 30, 2004",The Manchurian Candidate,80000000,65948711,96135872,701,1959,1959,45,0.2016984
"The Midnight Sky,2020",1431,"Good Morning, Midnight (2016), Lily Brooks-Dalton",The Midnight Sky (2020),The Midnight Sky,2020,"The Midnight Sky,2020",tt10539608,The Midnight Sky,The Midnight Sky,0,2020,118,"Adventure,Drama,Sci-Fi",Adventure,Drama,Sci-Fi,5.7,92579,The Midnight Sky,"Good Morning, Midnight",Lily Brooks-Dalton,"Good Morning, Midnight,Lily Brooks-Dalton","Good Morning, Midnight","[""Lily Brooks-Dalton""]",3.9,21142,NA,NA,NA,NA,NA,NA,NA,545,545,"Dec 9, 2020",The Midnight Sky,100000000,0,75615,501,2016,2016,4,-0.99924385
"The Missing,2003",1998,"The Last Ride (1996), Thomas Eidson",The Missing (2003),The Missing,2003,"The Missing,2003",tt0338188,The Missing,The Missing,0,2003,137,"Adventure,Drama,Thriller",Adventure,Drama,Thriller,6.5,40962,The Missing,The Last Ride,Thomas Eidson,"The Last Ride,Thomas Eidson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,1022,"Nov 26, 2003",The Missing,65000000,26900336,38253433,1001,1996,1996,7,-0.41148564615384614
"The Molly Maguires,1970",2273,"The Molly Maguires (1969), Arthur H. Lewis",The Molly Maguires (1970),The Molly Maguires,1970,"The Molly Maguires,1970",tt0066090,The Molly Maguires,The Molly Maguires,0,1970,124,"Drama,History",Drama,History,NA,6.8,4622,The Molly Maguires,The Molly Maguires,Arthur H. Lewis,"The Molly Maguires,Arthur H. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4091,4091,1970,The Molly Maguires,11000000,2200000,2200000,4001,1969,1969,1,-0.8
"The Mortal Instruments: City of Bones,2013",2285,"The Mortal Instruments – Book One: City of Bones (2007), Cassandra Clare",The Mortal Instruments: City of Bones (2013),The Mortal Instruments: City of Bones,2013,"The Mortal Instruments: City of Bones,2013",tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,0,2013,130,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.8,141916,The Mortal Instruments: City of Bones,The Mortal Instruments – Book One: City of Bones,Cassandra Clare,"The Mortal Instruments – Book One: City of Bones,Cassandra Clare",NA,NA,4.07,2014036,NA,NA,NA,NA,NA,NA,NA,1149,1149,"Aug 21, 2013",The Mortal Instruments: City of Bones,60000000,31165421,75965567,1101,2007,2007,6,0.26609278333333336
"The Musketeer,2001",3227,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",The Musketeer (2001),The Musketeer,2001,"The Musketeer,2001",tt0246544,The Musketeer,The Musketeer,0,2001,104,"Action,Adventure,Romance",Action,Adventure,Romance,4.8,15356,The Musketeer,The Three Musketeers,"Alexandre Dumas, père","The Three Musketeers,Alexandre Dumas, père",NA,NA,4.09,325818,NA,NA,NA,NA,NA,NA,NA,1782,1782,"Sep 7, 2001",The Musketeer,40000000,27053815,27053815,1701,1844,1844,157,-0.323654625
"The Ninth Configuration,1980",2378,"The Ninth Configuration (1978), William Peter Blatty",The Ninth Configuration (1980),The Ninth Configuration,1980,"The Ninth Configuration,1980",tt0081237,The Ninth Configuration,The Ninth Configuration,0,1980,118,"Comedy,Drama,Horror",Comedy,Drama,Horror,6.7,9776,The Ninth Configuration,The Ninth Configuration,William Peter Blatty,"The Ninth Configuration,William Peter Blatty",The Ninth Configuration,"[""William Peter Blatty""]",3.56,1430,NA,NA,NA,NA,NA,NA,NA,5345,5345,"Feb 29, 1980",The Ninth Configuration,4000000,0,0,5301,1978,1978,2,-1
"The Notebook,2004",2389,"The Notebook (1996), Nicholas Sparks",The Notebook (2004),The Notebook,2004,"The Notebook,2004",tt0332280,The Notebook,The Notebook,0,2004,123,"Drama,Romance",Drama,Romance,NA,7.8,669012,The Notebook,The Notebook,Nicholas Sparks,"The Notebook,Nicholas Sparks",The Notebook,"[""Nicholas Sparks""]",4.15,1708433,NA,NA,NA,NA,NA,NA,NA,2205,2205,"Jun 25, 2004",The Notebook,30000000,81582653,116223302,2201,1996,1996,8,2.874110066666667
"The Other Boleyn Girl,2008",2468,"The Other Boleyn Girl (2001), Philippa Gregory",The Other Boleyn Girl (2008),The Other Boleyn Girl,2008,"The Other Boleyn Girl,2008",tt0467200,The Other Boleyn Girl,The Other Boleyn Girl,0,2008,115,"Biography,Drama,History",Biography,Drama,History,6.7,125458,The Other Boleyn Girl,The Other Boleyn Girl,Philippa Gregory,"The Other Boleyn Girl,Philippa Gregory",The Other Boleyn Girl,"[""Philippa Gregory""]",4.08,499670,NA,NA,NA,NA,NA,NA,NA,1784,1784,"Feb 29, 2008",The Other Boleyn Girl,40000000,26814957,78269970,1701,2001,2001,7,0.95674925
"The Outsiders,1983",2475,"The Outsiders (1967), S. E. Hinton",The Outsiders (1983),The Outsiders,1983,"The Outsiders,1983",tt0086066,The Outsiders,The Outsiders,0,1983,91,"Crime,Drama",Crime,Drama,NA,7,106702,The Outsiders,The Outsiders,S. E. Hinton,"The Outsiders,S. E. Hinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4188,4188,"Mar 25, 1983",The Outsiders,10000000,25750528,25779857,4101,1967,1967,16,1.5779857
"The Painted Veil,2006",2482,"The Painted Veil (1925), W. Somerset Maugham",The Painted Veil (2006),The Painted Veil,2006,"The Painted Veil,2006",tt0446755,The Painted Veil,The Painted Veil,0,2006,125,"Drama,Romance",Drama,Romance,NA,7.4,99020,The Painted Veil,The Painted Veil,W. Somerset Maugham,"The Painted Veil,W. Somerset Maugham",The Painted Veil,"[""W. Somerset Maugham""]",3.97,46648,NA,NA,NA,NA,NA,NA,NA,3186,3186,"Dec 20, 2006",The Painted Veil,19400000,8060487,15118795,3101,1925,1925,81,-0.22068067010309278
"The Pelican Brief,1993",2493,"The Pelican Brief (1992), John Grisham",The Pelican Brief (1993),The Pelican Brief,1993,"The Pelican Brief,1993",tt0107798,The Pelican Brief,The Pelican Brief,0,1993,141,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.6,101811,The Pelican Brief,The Pelican Brief,John Grisham,"The Pelican Brief,John Grisham",The Pelican Brief,"[""John Grisham""]",4.05,430873,986,"$195,268,056","$100,768,056",51.6%,"$94,500,000",48.4%,1993,1528,1528,"Dec 17, 1993",The Pelican Brief,45000000,100768056,187995859,1501,1992,1992,1,3.1776857555555558
"The Phantom of the Opera,2004",2535,"The Phantom of the Opera (French: Le Fantôme de l'Opéra) (serialised 1909–1910, published as a book 1910), Gaston Leroux",The Phantom of the Opera (2004),The Phantom of the Opera,2004,"The Phantom of the Opera,2004",tt0293508,The Phantom of the Opera,The Phantom of the Opera,0,2004,143,"Drama,Musical,Romance",Drama,Musical,Romance,7.2,136169,The Phantom of the Opera,The Phantom of the Opera,Gaston Leroux,"The Phantom of the Opera,Gaston Leroux",The Phantom of the Opera,"[""Gaston Leroux""]",3.96,245024,NA,NA,NA,NA,NA,NA,NA,1255,1255,"Dec 8, 2004",The Phantom of the Opera,55000000,51363743,153907999,1201,1909,1909,95,1.7983272545454545
"The Postman Always Rings Twice,1981",2598,"The Postman Always Rings Twice (1934), James Cain",The Postman Always Rings Twice (1981),The Postman Always Rings Twice,1981,"The Postman Always Rings Twice,1981",tt0082934,The Postman Always Rings Twice,The Postman Always Rings Twice,0,1981,122,"Crime,Drama,Romance",Crime,Drama,Romance,6.6,27192,The Postman Always Rings Twice,The Postman Always Rings Twice,James Cain,"The Postman Always Rings Twice,James Cain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3966,3966,"Mar 20, 1981",The Postman Always Rings Twice,12000000,12200000,44200000,3901,1934,1934,47,2.683333333333333
"The Postman,1997",2594,"The Postman (1985), David Brin",The Postman (1997),The Postman,1997,"The Postman,1997",tt0119925,The Postman,The Postman,0,1997,177,"Action,Adventure,Drama",Action,Adventure,Drama,6.1,82170,The Postman,The Postman,David Brin,"The Postman,David Brin",The Postman,"[""David Brin""]",3.89,35793,NA,NA,NA,NA,NA,NA,NA,777,777,"Dec 25, 1997",The Postman,80000000,17650704,20841123,701,1985,1985,12,-0.7394859625
