"X1","X2"
"The Beast in Man (French: La Bête humaine) (1890), Émile Zola","Human Desire (1954)"
"The Beast in Man (French: La Bête humaine) (1890), Émile Zola","La Bestia humana (1954)"
"The Beast in Man (French: La Bête humaine) (1890), Émile Zola","Cruel Train (1995)[N 1]"
"The Beast in the Heart (Italian: La bestia nel cuore) (2003), Cristina Comencini","Don't Tell (Italian: La bestia nel cuore) (2005)"
"The Beast Master (1959), Andre Norton","The Beastmaster (1982)"
"The Beast Master (1959), Andre Norton","Beastmaster 2: Through the Portal of Time (1991)"
"The Beast Master (1959), Andre Norton","Beastmaster III: The Eye of Braxus (1996) (TV)"
"The Beast Must Die (1938), Cecil Day-Lewis[N 6]","The Beast Must Die (Spanish: La bestia debe morir) (1952)"
"The Beast Must Die (1938), Cecil Day-Lewis[N 6]","This Man Must Die (French: Que la bête meure) (1969)"
"The Beast Within (1981), Edward Levy","The Beast Within (1982)"
"Beat the Devil (1951), Claud Cockburn[N 7]","Beat the Devil (1953)"
"Beau Brocade (1907), Baroness Emmuska Orczy","Beau Brocade (1916)"
"Beau Geste (1924), P. C. Wren","Beau Geste (1926)"
"Beau Geste (1924), P. C. Wren","Beau Sabreur (1928)"
"Beau Geste (1924), P. C. Wren","Beau Ideal (1931)"
"Beau Geste (1924), P. C. Wren","Beau Geste (1939)"
"Beau Geste (1924), P. C. Wren","Beau Geste (1966)"
"Beau Geste (1924), P. C. Wren","The Last Remake of Beau Geste (1977)"
"Beau Ideal (1927), P. C. Wren","same as above"
"Beau Sabreur (1926), P. C. Wren","same as above"
"Beautiful Creatures (2009), Kami Garcia and Margaret Stohl","Beautiful Creatures (2013)"
"Bedelia (1945), Vera Caspary","Bedelia (1946)"
"Bee Season (2000), Myla Goldberg","Bee Season (2005)"
"Beer and Blood: The Story of a Couple o' Wrong Guys (1930), John Bright and Kubec Glasmon","The Public Enemy (1931)"
"Before the Fact (1932), Anthony Berkeley Cox[N 8]","Suspicion (1941)"
"The Beginning and the End (Arabic: بداية ونهاية, romanized: Bidaya wa Nihaya) (1960), Naguib Mahfouz","Bidaya wa Nihaya (1960)"
"Behind That Curtain (1928), Earl Derr Biggers","Behind That Curtain (1929)"
"Being There (1971), Jerzy Kosinski","Being There (1979)"
"Bel-Ami (1885), Guy de Maupassant","Bel Ami (1939)"
"Bel-Ami (1885), Guy de Maupassant","The Private Affairs of Bel Ami (1947)"
"Bel-Ami (1885), Guy de Maupassant","Bel Ami (2005)[N 1]"
"Bel-Ami (1885), Guy de Maupassant","Bel Ami (2012)"
"Belle de Jour (1928), Joseph Kessel","Belle de Jour (1967)"
"Belli Moda (Kannada: ಬೆಳ್ಳಿಮೋಡ) (1961), Anasuya Shankar[N 9]","Belli Moda (1967)"
"Belli Moda (Kannada: ಬೆಳ್ಳಿಮೋಡ) (1961), Anasuya Shankar[N 9]","Swapnabhoomi (Malayalam: സ്വപ്നഭൂമി) (1967)"
"Bellman and True (1975), Desmond Lowden","Bellman and True (1987)"
"Beloved (1987), Toni Morrison","Beloved (1998)"
"Belphégor (1927), Arthur Bernède","Belphégor - Le fantôme du Louvre (2001)"
"Ben-Hur: A Tale of the Christ (1880), Lew Wallace","Ben-Hur (1925)"
"Ben-Hur: A Tale of the Christ (1880), Lew Wallace","Ben-Hur (1959)"
"Ben-Hur: A Tale of the Christ (1880), Lew Wallace","Ben Hur (2003)[N 4]"
"Ben-Hur: A Tale of the Christ (1880), Lew Wallace","Ben-Hur (2016)"
"Benjamin Blake (1941), Edison Marshall","Son of Fury: The Story of Benjamin Blake (1942)"
"Benjamin Blake (1941), Edison Marshall","Treasure of the Golden Condor (1953)"
"Beowulf (c. 700–1000 AD), unknown","Beowulf (1999)"
"Beowulf (c. 700–1000 AD), unknown","Beowulf & Grendel (2005)"
"Beowulf (c. 700–1000 AD), unknown","Beowulf (2007)"
"Berlin Alexanderplatz (1929), Alfred Döblin","Berlin — Alexanderplatz (1931)"
"Berlin Alexanderplatz (1929), Alfred Döblin","Berlin Alexanderplatz (2020)"
"The Betsy (1971), Harold Robbins","The Betsy (1978)"
"Beyond the Forest: The Story of a Man and Woman Destroyed by Love (1948), Stuart D. Engstrand","Beyond the Forest (1949)"
"Beyond This Place (1953), A. J. Cronin","Sabar Uparey (1955)"
"Beyond This Place (1953), A. J. Cronin","Kala Pani (1958)"
"Beyond This Place (1953), A. J. Cronin","Beyond This Place (1959)"
"Beyond This Place (1953), A. J. Cronin","Poola Rangadu (1967)"
"Beyond This Place (1953), A. J. Cronin","En Annan (1970)"
"The BFG (1982), Roald Dahl","The BFG (1989)"
"The BFG (1982), Roald Dahl","The BFG (2016)"
"Bhowani Junction (1954), John Masters","Bhowani Junction (1956)"
"Bid Time Return (1975), Richard Matheson","Somewhere in Time (1980)"
"The Bilingual Lover (Spanish: El amante bilingüe) (1990), Juan Marsé","The Bilingual Lover (1993)"
"The Big Bounce (written 1966, published 1969), Elmore Leonard","The Big Bounce (1969)"
"The Big Bounce (written 1966, published 1969), Elmore Leonard","The Big Bounce (2004)"
"The Big Clock (1946), Kenneth Fearing","The Big Clock (1948)"
"The Big Clock (1946), Kenneth Fearing","No Way Out (1987)"
"Big Fish: A Novel of Mythic Proportions (1998), Daniel Wallace","Big Fish (2003)"
"The Big Fisherman (1948), Lloyd C. Douglas","The Big Fisherman (1959)"
"The Big Heat (1952), William P. McGivern","The Big Heat (1953)"
"Big Red (1945), Jim Kjelgaard","Big Red (1962)"
"The Big Sleep (1939), Raymond Chandler","The Big Sleep (1946)"
"The Big Sleep (1939), Raymond Chandler","The Big Sleep (1978)"
"Big Trouble (1999), Dave Barry","Big Trouble (2002)"
"Biggles (1932–1968) (series), W. E. Johns","Biggles: Adventures in Time (1986)"
"Billion-Dollar Brain (1966), Len Deighton","Billion Dollar Brain (1967)"
"Billy Bathgate (1989), E. L. Doctorow","Billy Bathgate (1991)"
"Billy Liar (1969), Keith Waterhouse","Billy Liar (1963)"
"Birdy (1978), William Wharton","Birdy (1984)"
"The Bishop's Wife (1928), Robert Nathan","The Bishop's Wife (1947)"
"The Bishop's Wife (1928), Robert Nathan","The Preacher's Wife (1996)"
"The Bitch (1979), Jackie Collins","The Bitch (1979)"
"Bitter Moon (French: Lunes de fiel) (1981), Pascal Bruckner","Bitter Moon (1992)"
"The Bitter Tea of General Yen (1932), Grace Zaring Stone","The Bitter Tea of General Yen (1933)"
"Black Alibi (1942), Cornell Woolrich","The Leopard Man (1943)"
"The Black Angel (1943), Cornell Woolrich","Black Angel (1946)"
"The Black Arrow: A Tale of the Two Roses (1888), Robert Louis Stevenson","The Black Arrow (1911)"
"The Black Arrow: A Tale of the Two Roses (1888), Robert Louis Stevenson","The Black Arrow (1943)"
"The Black Arrow: A Tale of the Two Roses (1888), Robert Louis Stevenson","Black Arrow (1985)[N 1]"
"The Black Arrow: A Tale of the Two Roses (1888), Robert Louis Stevenson","The Black Arrow (Russian: Чёрная стрела) (1987)"
"The Black Arrow: A Tale of the Two Roses (1888), Robert Louis Stevenson","The Black Arrow (1988)[N 1]"
"Black Beauty (1877), Anna Sewell","Your Obedient Servant (1917)"
"Black Beauty (1877), Anna Sewell","Black Beauty (1921)"
"Black Beauty (1877), Anna Sewell","Black Beauty (1933)"
"Black Beauty (1877), Anna Sewell","Black Beauty (1946)"
"Black Beauty (1877), Anna Sewell","Courage of Black Beauty (1958)"
"Black Beauty (1877), Anna Sewell","Black Beauty (1971)"
"Black Beauty (1877), Anna Sewell","Black Beauty (1987)[N 1]"
"Black Beauty (1877), Anna Sewell","Black Beauty (1994)"
"Black Beauty (1877), Anna Sewell","Black Beauty (1995)[N 4]"
"Black Beauty (1877), Anna Sewell","Black Beauty (2020)"
"The Black Camel (1929), Earl Derr Biggers","The Black Camel (1931)"
"The Black Curtain (1941), Cornell Woolrich","Street of Chance (1942)"
"The Black Dahlia (1987), James Ellroy","The Black Dahlia (2006)"
"Black Narcissus (1939), Rumer Godden","Black Narcissus (1947)"
"The Black Path of Fear (1944), Cornell Woolrich","The Chase (1946)"
"Black Rain (黒い雨, Kuroi Ame) (1965), Masuji Ibuse","Black Rain (1989)"
"The Black Rose (1945), Thomas B. Costain","The Black Rose (1950)"
"The Black Stallion (1941–1989) (series)[N 10], Walter Farley","The Black Stallion (1979)"
"The Black Stallion (1941–1989) (series)[N 10], Walter Farley","The Black Stallion Returns (1983)"
"The Black Stallion (1941–1989) (series)[N 10], Walter Farley","The Young Black Stallion (2003)"
"Black Sunday (1971), Thomas Harris","Black Sunday (1977)"
"The Blackboard Jungle (1954), Evan Hunter","Blackboard Jungle (1955)"
"Blackbeard's Ghost (1965), Ben Stahl","Blackbeard's Ghost (1968)"
"The Blank Wall (1947), Elisabeth Sanxay Holding","The Reckless Moment (1949)"
"The Blank Wall (1947), Elisabeth Sanxay Holding","The Deep End (2001)"
"Blaze of Noon (1946), Ernest K. Gann","Blaze of Noon (1947)"
"Le Blé en herbe (1923), Colette","Le Blé en herbe (1954)"
"Le Blé en herbe (1923), Colette","Le Blé en herbe (1990) (TV)"
"Bleak House (serialised 1852–1853, published as a book 1853), Charles Dickens","Bleak House (1920)"
"Bleak House (serialised 1852–1853, published as a book 1853), Charles Dickens","Bleak House (1922)"
"Bless the Beasts and Children (1970), Glendon Swarthout","Bless the Beasts & Children (1971)"
"Bless the Child (1993), Cathy Cash Spellman","Bless the Child (2000)"
"The Blessing (1951), Nancy Mitford","Count Your Blessings (1959)"
"Blood and Chocolate (1997), Annette Curtis Klause","Blood & Chocolate (2007)"
"Blood and Sand (Spanish: Sangre y arena) (1908), Vicente Blasco Ibáñez","Blood and Sand (1916)"
"Blood and Sand (Spanish: Sangre y arena) (1908), Vicente Blasco Ibáñez","Blood and Sand (1922)"
"Blood and Sand (Spanish: Sangre y arena) (1908), Vicente Blasco Ibáñez","Blood and Sand (1941)"
"Blood and Sand (Spanish: Sangre y arena) (1908), Vicente Blasco Ibáñez","Blood and Sand (1989)"
"Blood Brother (1947), Elliott Arnold","Broken Arrow (1950)"
"Blood on the Moon (1941) (a.k.a. Gunman's Chance), Luke Short","Blood on the Moon (1948)"
"Blood on the Moon (1984), James Ellroy","Cop (1988)"
"The Blood Oranges (1970), John Hawkes","The Blood Oranges (1997)"
"Blood Red Rivers (French: Les rivières pourpres) (1997), Jean-Christophe Grangé","The Crimson Rivers (2000)"
"Blood Red Rivers (French: Les rivières pourpres) (1997), Jean-Christophe Grangé","Crimson Rivers II: Angels of the Apocalypse (French: Les rivières pourpres II: Les anges de l'apocalypse) (2004)"
"Blood Work (1998), Michael Connelly","Blood Work (2002)"
"Blue Boy (French: Jean le Bleu) (1932), Jean Giono","The Baker's Wife (French: La femme du boulanger) (1938)"
"Blue Fin (1969), Colin Thiele","Blue Fin (1978)"
"The Blue Lagoon (1908), Henry De Vere Stacpoole","The Blue Lagoon (1923)"
"The Blue Lagoon (1908), Henry De Vere Stacpoole","The Blue Lagoon (1949)"
"The Blue Lagoon (1908), Henry De Vere Stacpoole","The Blue Lagoon (1980)"
"The Blue Room (French: La Chambre bleue) (1964), Georges Simenon","The Blue Room (Spanish: La habitación azul) (2002)"
"Blueprint (German: Blaupause) (1999), Charlotte Kerner","Blueprint (2003)"
"The Body (1983), Richard Sapir","The Body (2001)"
"The Body Snatchers (1955), Jack Finney","Invasion of the Body Snatchers (1956)"
"The Body Snatchers (1955), Jack Finney","Invasion of the Body Snatchers (1978)"
"The Body Snatchers (1955), Jack Finney","Body Snatchers (1993)"
"The Body Snatchers (1955), Jack Finney","The Invasion (2007)"
"The Body Snatchers (1955), Jack Finney","Invasion of the Pod People (2007)[N 4]"
"Bomba, the Jungle Boy (1926), Roy Rockwood","Bomba, the Jungle Boy (1949)"
"The Bonfire of the Vanities (1987), Tom Wolfe","The Bonfire of the Vanities (1990)"
"Bonjour Tristesse (Hello Sadness) (1954), Françoise Sagan","Bonjour Tristesse (1958)"
"Bonjour Tristesse (Hello Sadness) (1954), Françoise Sagan","Bonjour Tristesse (2024)"
"Boogiepop and Others (1998), Kouhei Kadono","Boogiepop and Others (2000)"
"The Book of Daniel (1971), E. L. Doctorow","Daniel (1983)"
"The Boat (German: Das Boot) (1973), Lothar-Günther Buchheim","Das Boot (The Boat) (1981)"
"The Border Jumpers (1955), Will C. Brown","Man of the West (1958)"
"The Border Legion (1916), Zane Grey","The Border Legion (1924)"
"The Border Legion (1916), Zane Grey","The Last Round-Up (1934)"
"Border Town (1934), Carroll Graham","Bordertown (1935)"
"The Borrowers (1952), Mary Norton","The Borrowers (1973)[N 1]"
"The Borrowers (1952), Mary Norton","The Borrowers (1997)"
"The Borrowers (1952), Mary Norton","Arrietty (2010)"
"The Bostonians (serialised 1885–1886, published as a book 1886), Henry James","The Bostonians (1984)"
"Botchan (Japanese: 坊っちゃん) (1906), Natsume Sōseki","Botchan (1935)"
"Botchan (Japanese: 坊っちゃん) (1906), Natsume Sōseki","Botchan (1953)"
"Botchan (Japanese: 坊っちゃん) (1906), Natsume Sōseki","Botchan (1958)"
"Botchan (Japanese: 坊っちゃん) (1906), Natsume Sōseki","Botchan (1966)"
"Botchan (Japanese: 坊っちゃん) (1906), Natsume Sōseki","Botchan (1977)"
"Botchan (Japanese: 坊っちゃん) (1906), Natsume Sōseki","Botchan (1980)[N 1]"
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","The Bourne Identity (1988)[N 1]"
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","The Bourne Identity (2002)"
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","The Bourne Supremacy (2004)"
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","The Bourne Ultimatum (2007)"
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","The Bourne Legacy (2012)"
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","Jason Bourne (2016)"
"The Boy in the Striped Pyjamas (2006), John Boyne","The Boy in the Striped Pyjamas (2008)"
"Boy on a Dolphin (1955), David Divine","Boy on a Dolphin (1957)"
"The Boys from Brazil (1976), Ira Levin","The Boys from Brazil (1978)"
"The Bravados (1958), Frank O'Rourke","The Bravados (1958)"
"The Brave Bulls (1949), Thomas C. Lea III","The Brave Bulls (1951)"
"The Brave Cowboy (1956), Edward Abbey","Lonely Are the Brave (1962)"
"The Brave Little Toaster (1986), Thomas M. Disch","The Brave Little Toaster (1987)"
"The Brave Little Toaster (1986), Thomas M. Disch","The Brave Little Toaster to the Rescue (1997)[N 4]"
"The Brave Little Toaster (1986), Thomas M. Disch","The Brave Little Toaster Goes to Mars (1998)[N 4]"
"The Brave Little Toaster Goes to Mars (1988), Thomas M. Disch","same as above"
"Brave New World (1932), Aldous Huxley","Brave New World (1980)[N 1]"
"Brave New World (1932), Aldous Huxley","Brave New World (1998)[N 1]"
"Breakfast of Champions (1973), Kurt Vonnegut, Jr.","Breakfast of Champions (1999)"
"Breakfast on Pluto (1998), Patrick McCabe","Breakfast on Pluto (2005)"
"Breakfast with Scot (1999), Michael Downing","Breakfast with Scot (2007)"
"Breakheart Pass (1974), Alistair MacLean","Breakheart Pass (1975)"
"Breaking Smith's Quarter Horse (1966), Paul St. Pierre","Smith! (1969)"
"The Bride Wore Black (1940), Cornell Woolrich","The Bride Wore Black (1967)"
"Brideshead Revisited, The Sacred & Profane Memories of Captain Charles Ryder (1945), Evelyn Waugh","Brideshead Revisited (2008)"
"The Bridge of San Luis Rey (1927), Thornton Wilder","The Bridge of San Luis Rey (1929)"
"The Bridge of San Luis Rey (1927), Thornton Wilder","The Bridge of San Luis Rey (1944)"
"The Bridge of San Luis Rey (1927), Thornton Wilder","The Bridge of San Luis Rey (2004)"
"The Bridge over the River Kwai (French: Le Pont de la rivière Kwaï) (1952), Pierre Boulle","The Bridge on the River Kwai (1957)"
"Bridge to Terabithia (1977), Katherine Paterson","Bridge to Terabithia (1985)[N 1]"
"Bridge to Terabithia (1977), Katherine Paterson","Bridge to Terabithia (2007)"
"The Bridges at Toko-Ri (1953), James A. Michener","The Bridges at Toko-Ri (1953)"
"The Bridges of Madison County (a. k. a. Love in Black and White) (1992), Robert James Waller","The Bridges of Madison County (1995)"
"Bridget Jones (1996–2016) (series)[N 12], Helen Fielding","Bridget Jones's Diary (2001)"
"Bridget Jones (1996–2016) (series)[N 12], Helen Fielding","Bridget Jones: The Edge of Reason (2004)"
"Bridget Jones (1996–2016) (series)[N 12], Helen Fielding","Bridget Jones's Baby (2016)"
"Bright Lights, Big City (1984), Jay McInerney","Bright Lights, Big City (1988)"
"Brighton Rock (1938), Graham Greene","Brighton Rock (1948)"
"Brighton Rock (1938), Graham Greene","Brighton Rock (2010)"
"Bringing Out the Dead (1998), Joe Connelly","Bringing Out the Dead (1999)"
"Broken April (1978), Ismail Kadare","Abril Despedaçado (Behind the Sun) (2001)"
"Brothers by Blood  (Norwegian: Brødre i Blodet) (1996), Ingvar Ambjørnsen","Elling (2001)"
"Brothers by Blood  (Norwegian: Brødre i Blodet) (1996), Ingvar Ambjørnsen","Mors Elling (2003)"
"Brothers by Blood  (Norwegian: Brødre i Blodet) (1996), Ingvar Ambjørnsen","Elsk meg i morgen (2005)"
"Brothers in Law (1955), Henry Cecil","Brothers in Law (1957)"
"The Brothers Karamazov (Russian: Братья Карамазовы, Brat'ya Karamazovy) (1880), Fyodor Dostoyevsky","The Brothers Karamazov (1958)"
"The Brothers Karamazov (Russian: Братья Карамазовы, Brat'ya Karamazovy) (1880), Fyodor Dostoyevsky","The Brothers Karamazov (1969)"
