...1,Book,Movie,movie_titleWiki,movie_year,movie_match,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,BookTitle,BookAuthor,BookMatch,name,author,star_rating,num_ratings
3564,"Witchfinder General (1966), Ronald Bassett",Witchfinder General (1968),Witchfinder General,1968,"Witchfinder General,1968",tt0063285,movie,Witchfinder General,Matthew Hopkins: Witchfinder General,0,1968,\N,86,"Drama,Horror",6.7,13344,Matthew Hopkins: Witchfinder General,Witchfinder General,Ronald Bassett,"Witchfinder General,Ronald Bassett",Witchfinder General,"[""Ronald Bassett""]",3.93,127
3565,"Witch's Milk (1968), Peter De Vries",Pete 'n' Tillie (1972),Pete 'n' Tillie,1972,"Pete 'n' Tillie,1972",tt0069080,movie,Pete 'n' Tillie,Pete 'n' Tillie,0,1972,\N,100,"Comedy,Drama,Romance",6.2,1249,Pete 'n' Tillie,Witch's Milk,Peter De Vries,"Witch's Milk,Peter De Vries",NA,NA,NA,NA
3566,"The Witnesses (1971), Anne Holden",The Bedroom Window (1987),The Bedroom Window,1987,"The Bedroom Window,1987",tt0092627,movie,The Bedroom Window,The Bedroom Window,0,1987,\N,112,"Crime,Drama,Mystery",6.4,7602,The Bedroom Window,The Witnesses,Anne Holden,"The Witnesses,Anne Holden",The Witnesses,"[""Anne Holden""]",3.05,20
3567,"Woe to Live On (1987), Daniel Woodrell",Ride with the Devil (1999),Ride with the Devil,1999,"Ride with the Devil,1999",tt0134154,movie,Ride with the Devil,Ride with the Devil,0,1999,\N,138,"Drama,Romance,War",6.7,15078,Ride with the Devil,Woe to Live On,Daniel Woodrell,"Woe to Live On,Daniel Woodrell",Woe to Live On,"[""Daniel Woodrell""]",4.18,1802
3567,"Woe to Live On (1987), Daniel Woodrell",Ride with the Devil (1999),Ride with the Devil,1999,"Ride with the Devil,1999",tt0240867,movie,Ride with the Devil,Ride with the Devil,0,1999,\N,88,Horror,4.8,67,Ride with the Devil,Woe to Live On,Daniel Woodrell,"Woe to Live On,Daniel Woodrell",Woe to Live On,"[""Daniel Woodrell""]",4.18,1802
3568,"The Wolfen (1978), Whitley Strieber",Wolfen (1981),Wolfen,1981,"Wolfen,1981",tt0083336,movie,Wolfen,Wolfen,0,1981,\N,115,"Horror,Thriller",6.3,12380,Wolfen,The Wolfen,Whitley Strieber,"The Wolfen,Whitley Strieber",The Wolfen,"[""Whitley Strieber""]",3.84,7407
3569,"The Woman and the Puppet (French: La Femme et le pantin) (1898), Pierre Louÿs",The Woman and the Puppet (1920),The Woman and the Puppet,1920,"The Woman and the Puppet,1920",tt0011873,movie,The Woman and the Puppet,The Woman and the Puppet,0,1920,\N,70,"Drama,Romance",NA,NA,The Woman and the Puppet,The Woman and the Puppet,Pierre Louÿs,"The Woman and the Puppet,Pierre Louÿs",The Woman and the Puppet,"[""Pierre Louÿs""]",3.67,431
3570,"The Woman and the Puppet (French: La Femme et le pantin) (1898), Pierre Louÿs",The Woman and the Puppet (1929),The Woman and the Puppet,1929,"The Woman and the Puppet,1929",tt0195701,movie,The Woman and the Puppet,La femme et le pantin,0,1929,\N,110,Drama,7.2,128,La femme et le pantin,The Woman and the Puppet,Pierre Louÿs,"The Woman and the Puppet,Pierre Louÿs",The Woman and the Puppet,"[""Pierre Louÿs""]",3.67,431
3571,"The Woman and the Puppet (French: La Femme et le pantin) (1898), Pierre Louÿs",The Devil Is a Woman (1935),The Devil Is a Woman,1935,"The Devil Is a Woman,1935",tt0026276,movie,The Devil Is a Woman,The Devil Is a Woman,0,1935,\N,79,"Comedy,Drama,Romance",6.9,4189,The Devil Is a Woman,The Woman and the Puppet,Pierre Louÿs,"The Woman and the Puppet,Pierre Louÿs",The Woman and the Puppet,"[""Pierre Louÿs""]",3.67,431
3572,"The Woman and the Puppet (French: La Femme et le pantin) (1898), Pierre Louÿs",The Female (1959),The Female,1959,"The Female,1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Woman and the Puppet,Pierre Louÿs,"The Woman and the Puppet,Pierre Louÿs",The Woman and the Puppet,"[""Pierre Louÿs""]",3.67,431
3573,"The Woman and the Puppet (French: La Femme et le pantin) (1898), Pierre Louÿs",That Obscure Object of Desire (1977),That Obscure Object of Desire,1977,"That Obscure Object of Desire,1977",tt0075824,movie,That Obscure Object of Desire,Cet obscur objet du désir,0,1977,\N,103,"Comedy,Drama,Romance",7.8,26522,Cet obscur objet du désir,The Woman and the Puppet,Pierre Louÿs,"The Woman and the Puppet,Pierre Louÿs",The Woman and the Puppet,"[""Pierre Louÿs""]",3.67,431
3574,"The Woman Chaser (1960), Charles Willeford",The Woman Chaser (1999),The Woman Chaser,1999,"The Woman Chaser,1999",tt0217894,movie,The Woman Chaser,The Woman Chaser,0,1999,\N,90,Comedy,7,762,The Woman Chaser,The Woman Chaser,Charles Willeford,"The Woman Chaser,Charles Willeford",The Woman Chaser,"[""Charles Willeford""]",3.93,753
3575,"The Woman in Black (1983), Susan Hill",The Woman in Black (1989)[N 2],The Woman in Black,1989,"The Woman in Black,1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Woman in Black,Susan Hill,"The Woman in Black,Susan Hill",NA,NA,NA,NA
3576,"The Woman in Black (1983), Susan Hill",The Woman in Black (2012),The Woman in Black,2012,"The Woman in Black,2012",tt1596365,movie,The Woman in Black,The Woman in Black,0,2012,\N,95,"Drama,Fantasy,Horror",6.4,198005,The Woman in Black,The Woman in Black,Susan Hill,"The Woman in Black,Susan Hill",NA,NA,NA,NA
3577,"The Woman in Black (1983), Susan Hill",The Woman in Black: Angel of Death (2014),The Woman in Black: Angel of Death,2014,"The Woman in Black: Angel of Death,2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Woman in Black,Susan Hill,"The Woman in Black,Susan Hill",NA,NA,NA,NA
3578,"The Woman in the Dunes (砂の女, Suna no Onna) (1962), Kōbō Abe",Woman in the Dunes (1964),Woman in the Dunes,1964,"Woman in the Dunes,1964",tt0058625,movie,Woman in the Dunes,Suna no onna,0,1964,\N,147,"Drama,Thriller",8.4,24718,Suna no onna,The Woman in the Dunes,Kōbō Abe,"The Woman in the Dunes,Kōbō Abe",The Woman in the Dunes,"[""Kōbō Abe""]",3.89,33578
3579,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",The Woman in White (1912),The Woman in White,1912,"The Woman in White,1912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3580,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",Tangled Lives (1917),Tangled Lives,1917,"Tangled Lives,1917",tt0008656,movie,Tangled Lives,Tangled Lives,0,1917,\N,50,Drama,NA,NA,Tangled Lives,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3581,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",The Woman in White (1917),The Woman in White,1917,"The Woman in White,1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3582,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",The Woman in White (1929),The Woman in White,1929,"The Woman in White,1929",tt0020601,movie,The Woman in White,The Woman in White,0,1929,\N,67,"Crime,Drama,Mystery",NA,NA,The Woman in White,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3583,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",Crimes at the Dark House (1940),Crimes at the Dark House,1940,"Crimes at the Dark House,1940",tt0032366,movie,Crimes at the Dark House,Crimes at the Dark House,0,1940,\N,69,"Crime,Drama,Horror",6.1,677,Crimes at the Dark House,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3584,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",The Woman in White (1948),The Woman in White,1948,"The Woman in White,1948",tt0040974,movie,The Woman in White,The Woman in White,0,1948,\N,109,"Drama,Mystery,Romance",6.6,2001,The Woman in White,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3585,"The Woman in White (serialised 1859–1860, published as a book 1860), Wilkie Collins",Zhenshchina v belom (1981),Zhenshchina v belom,1981,"Zhenshchina v belom,1981",tt0161117,movie,Zhenshchina v belom,Zhenshchina v belom,0,1981,\N,148,"Crime,Mystery",6.7,74,Zhenshchina v belom,The Woman in White,Wilkie Collins,"The Woman in White,Wilkie Collins",The Woman in White,"[""Wilkie Collins""]",4.01,155475
3586,"Woman, Thou Art Loosed!: Healings the Wounds of the Past (1993), T. D. Jakes",Woman Thou Art Loosed (2004),Woman Thou Art Loosed,2004,"Woman Thou Art Loosed,2004",tt0399901,movie,Woman Thou Art Loosed,Woman Thou Art Loosed,0,2004,\N,94,Drama,6.6,1084,Woman Thou Art Loosed,"Woman, Thou Art Loosed!: Healings the Wounds of the Past",T. D. Jakes,"Woman, Thou Art Loosed!: Healings the Wounds of the Past,T. D. Jakes",NA,NA,NA,NA
3587,"Woman, Thou Art Loosed!: Healings the Wounds of the Past (1993), T. D. Jakes",Woman Thou Art Loosed: On the 7th Day (2012),Woman Thou Art Loosed: On the 7th Day,2012,"Woman Thou Art Loosed: On the 7th Day,2012",tt1996346,movie,Woman Thou Art Loosed: On the 7th Day,Woman Thou Art Loosed: On the 7th Day,0,2012,\N,101,Drama,5,684,Woman Thou Art Loosed: On the 7th Day,"Woman, Thou Art Loosed!: Healings the Wounds of the Past",T. D. Jakes,"Woman, Thou Art Loosed!: Healings the Wounds of the Past,T. D. Jakes",NA,NA,NA,NA
3588,"Woman Wanted (1984), Joanna McClelland Glass",Woman Wanted (2000),Woman Wanted,2000,"Woman Wanted,2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woman Wanted,Joanna McClelland Glass,"Woman Wanted,Joanna McClelland Glass",Woman Wanted,"[""Joanna McClelland Glass""]",2.82,11
3589,"Women in Love (1920), D. H. Lawrence",Women in Love (1969),Women in Love,1969,"Women in Love,1969",tt0066579,movie,Women in Love,Women in Love,0,1969,\N,131,"Drama,Romance",7.1,9591,Women in Love,Women in Love,D. H. Lawrence,"Women in Love,D. H. Lawrence",NA,NA,NA,NA
3590,"The Women of Brewster Place (1982), Gloria Naylor",The Women of Brewster Place (1989)[N 2],The Women of Brewster Place,1989,"The Women of Brewster Place,1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Women of Brewster Place,Gloria Naylor,"The Women of Brewster Place,Gloria Naylor",The Women of Brewster Place,"[""Gloria Naylor""]",4.19,20991
3591,"Wonder Boys (1995), Michael Chabon",Wonder Boys (2000),Wonder Boys,2000,"Wonder Boys,2000",tt0185014,movie,Wonder Boys,Wonder Boys,0,2000,\N,107,"Comedy,Drama",7.2,68366,Wonder Boys,Wonder Boys,Michael Chabon,"Wonder Boys,Michael Chabon",Wonder Boys,"[""Michael Chabon""]",3.93,36113
3592,"The Wonderful Country (1952), Thomas C. Lea, III",The Wonderful Country (1952),The Wonderful Country,1952,"The Wonderful Country,1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Country,"Thomas C. Lea, III","The Wonderful Country,Thomas C. Lea, III",NA,NA,NA,NA
3593,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Fairylogue and Radio-Plays (1908),The Fairylogue and Radio-Plays,1908,"The Fairylogue and Radio-Plays,1908",tt0000679,movie,The Fairylogue and Radio-Plays,The Fairylogue and Radio-Plays,0,1908,\N,120,"Adventure,Fantasy",5,80,The Fairylogue and Radio-Plays,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3593,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Fairylogue and Radio-Plays (1908),The Fairylogue and Radio-Plays,1908,"The Fairylogue and Radio-Plays,1908",tt0000679,movie,The Fairylogue and Radio-Plays,The Fairylogue and Radio-Plays,0,1908,\N,120,"Adventure,Fantasy",5,80,The Fairylogue and Radio-Plays,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3594,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Patchwork Girl of Oz (1914),The Patchwork Girl of Oz,1914,"The Patchwork Girl of Oz,1914",tt0004457,movie,The Patchwork Girl of Oz,The Patchwork Girl of Oz,0,1914,\N,81,"Adventure,Comedy,Family",5.4,618,The Patchwork Girl of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3594,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Patchwork Girl of Oz (1914),The Patchwork Girl of Oz,1914,"The Patchwork Girl of Oz,1914",tt0004457,movie,The Patchwork Girl of Oz,The Patchwork Girl of Oz,0,1914,\N,81,"Adventure,Comedy,Family",5.4,618,The Patchwork Girl of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3595,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Magic Cloak of Oz (1914),The Magic Cloak of Oz,1914,"The Magic Cloak of Oz,1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3595,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Magic Cloak of Oz (1914),The Magic Cloak of Oz,1914,"The Magic Cloak of Oz,1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3596,"The Wonderful Wizard of Oz (1900), L. Frank Baum","His Majesty, the Scarecrow of Oz (1914)","His Majesty, the Scarecrow of Oz",1914,"His Majesty, the Scarecrow of Oz,1914",tt0004099,movie,"His Majesty, the Scarecrow of Oz","His Majesty, the Scarecrow of Oz",0,1914,\N,59,"Adventure,Comedy,Family",5.3,567,"His Majesty, the Scarecrow of Oz",The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3596,"The Wonderful Wizard of Oz (1900), L. Frank Baum","His Majesty, the Scarecrow of Oz (1914)","His Majesty, the Scarecrow of Oz",1914,"His Majesty, the Scarecrow of Oz,1914",tt0004099,movie,"His Majesty, the Scarecrow of Oz","His Majesty, the Scarecrow of Oz",0,1914,\N,59,"Adventure,Comedy,Family",5.3,567,"His Majesty, the Scarecrow of Oz",The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3597,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1925),The Wizard of Oz,1925,"The Wizard of Oz,1925",tt0016544,movie,The Wizard of Oz,The Wizard of Oz,0,1925,\N,95,"Adventure,Comedy,Family",4.9,1899,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3597,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1925),The Wizard of Oz,1925,"The Wizard of Oz,1925",tt0016544,movie,The Wizard of Oz,The Wizard of Oz,0,1925,\N,95,"Adventure,Comedy,Family",4.9,1899,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3598,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1939),The Wizard of Oz,1939,"The Wizard of Oz,1939",tt0032138,movie,The Wizard of Oz,The Wizard of Oz,0,1939,\N,102,"Adventure,Family,Fantasy",8.1,457523,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3598,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1939),The Wizard of Oz,1939,"The Wizard of Oz,1939",tt0032138,movie,The Wizard of Oz,The Wizard of Oz,0,1939,\N,102,"Adventure,Family,Fantasy",8.1,457523,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3599,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Return to Oz (1964)[N 2],Return to Oz,1964,"Return to Oz,1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3599,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Return to Oz (1964)[N 2],Return to Oz,1964,"Return to Oz,1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3600,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Fantasía... 3 (1966),Fantasía... 3,1966,"Fantasía... 3,1966",tt0060398,movie,Fantasía... 3,Fantasía... 3,0,1966,\N,80,Fantasy,4.8,35,Fantasía... 3,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3600,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Fantasía... 3 (1966),Fantasía... 3,1966,"Fantasía... 3,1966",tt0060398,movie,Fantasía... 3,Fantasía... 3,0,1966,\N,80,Fantasy,4.8,35,Fantasía... 3,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3601,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Little Ayşe and the Magic Dwarfs in the Land of Dreams (Turkish: Ayşecik ve Sihirli Cüceler Rüyalar Ülkesinde) (1971),Little Ayşe and the Magic Dwarfs in the Land of Dreams,1971,"Little Ayşe and the Magic Dwarfs in the Land of Dreams,1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3601,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Little Ayşe and the Magic Dwarfs in the Land of Dreams (Turkish: Ayşecik ve Sihirli Cüceler Rüyalar Ülkesinde) (1971),Little Ayşe and the Magic Dwarfs in the Land of Dreams,1971,"Little Ayşe and the Magic Dwarfs in the Land of Dreams,1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3602,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wonderful Wizard of Oz (1975),The Wonderful Wizard of Oz,1975,"The Wonderful Wizard of Oz,1975",tt0138196,movie,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,0,1975,\N,115,\N,NA,NA,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3602,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wonderful Wizard of Oz (1975),The Wonderful Wizard of Oz,1975,"The Wonderful Wizard of Oz,1975",tt0138196,movie,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,0,1975,\N,115,\N,NA,NA,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3603,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Oz (1976),Oz,1976,"Oz,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3603,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Oz (1976),Oz,1976,"Oz,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3604,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wiz (1978),The Wiz,1978,"The Wiz,1978",tt0078504,movie,The Wiz,The Wiz,0,1978,\N,134,"Adventure,Family,Fantasy",5.6,18830,The Wiz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3604,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wiz (1978),The Wiz,1978,"The Wiz,1978",tt0078504,movie,The Wiz,The Wiz,0,1978,\N,134,"Adventure,Family,Fantasy",5.6,18830,The Wiz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3605,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1982),The Wizard of Oz,1982,"The Wizard of Oz,1982",tt0084458,movie,The Wizard of Oz,Ozu no mahôtsukai,0,1982,\N,78,"Adventure,Animation,Comedy",6.6,488,Ozu no mahôtsukai,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3605,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1982),The Wizard of Oz,1982,"The Wizard of Oz,1982",tt0084458,movie,The Wizard of Oz,Ozu no mahôtsukai,0,1982,\N,78,"Adventure,Animation,Comedy",6.6,488,Ozu no mahôtsukai,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3606,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Lion of Oz (2000)[N 4],Lion of Oz,2000,"Lion of Oz,2000",tt0120733,movie,Lion of Oz,Lion of Oz,0,2000,\N,74,"Animation,Family,Musical",5.5,413,Lion of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
3606,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Lion of Oz (2000)[N 4],Lion of Oz,2000,"Lion of Oz,2000",tt0120733,movie,Lion of Oz,Lion of Oz,0,2000,\N,74,"Animation,Family,Musical",5.5,413,Lion of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",3.95,213
3607,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Muppets' Wizard of Oz (2005)[N 2],The Muppets' Wizard of Oz,2005,"The Muppets' Wizard of Oz,2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276
