Book,Movie,wikiMovieYear,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,wikiBookAuthor,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,release_date,production_budget,domestic_gross,worldwide_gross,book_year,book_movie_years,ROI,name_match,contains_series
"Dracula (1897), Bram Stoker",The Last Voyage of the Demeter (2023),2023,0,2023,118,"Fantasy,Horror,Thriller",Fantasy,Horror,Thriller,6.1,67474,Bram Stoker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug 9, 2023",45000000,13637180,20397648,1897,126,-0.5467189333333333,FALSE,FALSE
"The Last of the Mohicans (1826), James Fenimore Cooper",The Last of the Mohicans (1992),1992,0,1992,112,"Action,Adventure,Drama",Action,Adventure,Drama,7.6,201591,James Fenimore Cooper,The Last of the Mohicans,"[""James Fenimore Cooper""]",3.7,98335,NA,NA,NA,NA,NA,NA,NA,"Sep 25, 1992",40000000,75505856,75505856,1826,166,0.8876464,TRUE,FALSE
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Legend of Tarzan (2016),2016,0,2016,110,"Action,Adventure,Drama",Action,Adventure,Drama,6.2,195246,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,464,"$357,243,061","$126,643,061",35.4%,"$230,600,000",64.6%,2016,"Jun 27, 2016",180000000,126643061,357243061,1912,104,0.9846836722222222,FALSE,TRUE
"The Lincoln Lawyer (2005), Michael Connelly",The Lincoln Lawyer (2011),2011,0,2011,118,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.3,265441,Michael Connelly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mar 18, 2011",40000000,58009200,87145086,2005,6,1.17862715,TRUE,FALSE
"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",The Lord of the Rings: The Fellowship of the Ring (2001),2001,0,2001,178,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8.9,2147342,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",NA,NA,4.53,681986,82,"$889,469,407","$319,372,078",35.9%,"$570,097,329",64.1%,2001,"Dec 19, 2001",93000000,319232617,894849370,1954,47,8.62203623655914,FALSE,FALSE
"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",The Lord of the Rings: The Return of the King (2003),2003,0,2003,201,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,9,2112777,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",NA,NA,4.53,681986,32,"$1,139,427,855","$381,878,219",33.5%,"$757,549,636",66.5%,2003,"Dec 17, 2003",94000000,381518844,1123883835,1954,49,10.956211010638297,FALSE,FALSE
"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",The Lord of the Rings: The Two Towers (2002),2002,0,2002,179,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8.8,1906336,"The Lord of the Rings (1954–1955)[N 9], J. R. R. Tolkien",NA,NA,4.53,681986,75,"$938,828,326","$345,518,923",36.8%,"$593,309,403",63.2%,2002,"Dec 18, 2002",94000000,345115396,921711177,1954,48,8.805438053191489,FALSE,FALSE
"Jurassic Park (1990), Michael Crichton",The Lost World: Jurassic Park (1997)[N 35],1997,0,1997,129,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,469381,Michael Crichton,Jurassic Park,"[""Michael Crichton""]",4.1,967542,NA,NA,NA,NA,NA,NA,NA,"May 22, 1997",75000000,229086679,618638999,1990,7,7.2485199866666665,FALSE,FALSE
"The Lovely Bones (2002), Alice Sebold",The Lovely Bones (2009),2009,0,2009,135,"Drama,Fantasy,Thriller",Drama,Fantasy,Thriller,6.6,188611,Alice Sebold,The Lovely Bones,"[""Alice Sebold""]",3.85,2367571,NA,NA,NA,NA,NA,NA,NA,"Dec 11, 2009",95000000,44114232,94894448,2002,7,-0.0011110736842105263,TRUE,FALSE
"The Lucky One (2008), Nicholas Sparks",The Lucky One (2012),2012,0,2012,101,"Drama,Mystery,Romance",Drama,Mystery,Romance,6.4,117258,Nicholas Sparks,The Lucky One,"[""Nicholas Sparks""]",4.12,363559,NA,NA,NA,NA,NA,NA,NA,"Apr 19, 2012",25000000,60457138,96633833,2008,4,2.86535332,TRUE,FALSE
"The Vicomte of Bragelonne: Ten Years Later (French: Le Vicomte de Bragelonne ou Dix ans plus tard) (1847–1850), Alexandre Dumas, père",The Man in the Iron Mask (1998)[N 12],1998,0,1998,132,"Action,Adventure,Drama",Action,Adventure,Drama,6.5,186537,"Alexandre Dumas, père",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mar 13, 1998",35000000,56968169,56968169,1847,151,0.6276619714285714,FALSE,FALSE
"The Man with the Golden Gun (1965), Ian Fleming",The Man with the Golden Gun (1974),1974,0,1974,125,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.7,118596,Ian Fleming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 20, 1974",7000000,21000000,97600000,1965,9,12.942857142857143,TRUE,FALSE
"The Manchurian Candidate (1959), Richard Condon",The Manchurian Candidate (2004),2004,0,2004,129,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,6.6,121563,Richard Condon,The Manchurian Candidate,"[""Richard Condon""]",4.09,24461,NA,NA,NA,NA,NA,NA,NA,"Jul 30, 2004",80000000,65948711,96135872,1959,45,0.2016984,TRUE,FALSE
"Good Morning, Midnight (2016), Lily Brooks-Dalton",The Midnight Sky (2020),2020,0,2020,118,"Adventure,Drama,Sci-Fi",Adventure,Drama,Sci-Fi,5.7,92579,Lily Brooks-Dalton,"Good Morning, Midnight","[""Lily Brooks-Dalton""]",3.9,21142,NA,NA,NA,NA,NA,NA,NA,"Dec 9, 2020",100000000,0,75615,2016,4,-0.99924385,FALSE,FALSE
"The Last Ride (1996), Thomas Eidson",The Missing (2003),2003,0,2003,137,"Adventure,Drama,Thriller",Adventure,Drama,Thriller,6.5,40962,Thomas Eidson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nov 26, 2003",65000000,26900336,38253433,1996,7,-0.41148564615384614,FALSE,FALSE
"The Molly Maguires (1969), Arthur H. Lewis",The Molly Maguires (1970),1970,0,1970,124,"Drama,History",Drama,History,NA,6.8,4622,Arthur H. Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,11000000,2200000,2200000,1969,1,-0.8,TRUE,FALSE
"The Mortal Instruments – Book One: City of Bones (2007), Cassandra Clare",The Mortal Instruments: City of Bones (2013),2013,0,2013,130,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.8,141916,Cassandra Clare,NA,NA,4.07,2014036,NA,NA,NA,NA,NA,NA,NA,"Aug 21, 2013",60000000,31165421,75965567,2007,6,0.26609278333333336,FALSE,FALSE
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",The Musketeer (2001),2001,0,2001,104,"Action,Adventure,Romance",Action,Adventure,Romance,4.8,15356,"Alexandre Dumas, père",NA,NA,4.09,325818,NA,NA,NA,NA,NA,NA,NA,"Sep 7, 2001",40000000,27053815,27053815,1844,157,-0.323654625,FALSE,FALSE
"The Ninth Configuration (1978), William Peter Blatty",The Ninth Configuration (1980),1980,0,1980,118,"Comedy,Drama,Horror",Comedy,Drama,Horror,6.7,9776,William Peter Blatty,The Ninth Configuration,"[""William Peter Blatty""]",3.56,1430,NA,NA,NA,NA,NA,NA,NA,"Feb 29, 1980",4000000,0,0,1978,2,-1,TRUE,FALSE
"The Notebook (1996), Nicholas Sparks",The Notebook (2004),2004,0,2004,123,"Drama,Romance",Drama,Romance,NA,7.8,669012,Nicholas Sparks,The Notebook,"[""Nicholas Sparks""]",4.15,1708433,NA,NA,NA,NA,NA,NA,NA,"Jun 25, 2004",30000000,81582653,116223302,1996,8,2.874110066666667,TRUE,FALSE
"The Other Boleyn Girl (2001), Philippa Gregory",The Other Boleyn Girl (2008),2008,0,2008,115,"Biography,Drama,History",Biography,Drama,History,6.7,125458,Philippa Gregory,The Other Boleyn Girl,"[""Philippa Gregory""]",4.08,499670,NA,NA,NA,NA,NA,NA,NA,"Feb 29, 2008",40000000,26814957,78269970,2001,7,0.95674925,TRUE,FALSE
"The Outsiders (1967), S. E. Hinton",The Outsiders (1983),1983,0,1983,91,"Crime,Drama",Crime,Drama,NA,7,106702,S. E. Hinton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mar 25, 1983",10000000,25750528,25779857,1967,16,1.5779857,TRUE,FALSE
"The Painted Veil (1925), W. Somerset Maugham",The Painted Veil (2006),2006,0,2006,125,"Drama,Romance",Drama,Romance,NA,7.4,99020,W. Somerset Maugham,The Painted Veil,"[""W. Somerset Maugham""]",3.97,46648,NA,NA,NA,NA,NA,NA,NA,"Dec 20, 2006",19400000,8060487,15118795,1925,81,-0.22068067010309278,TRUE,FALSE
"The Pelican Brief (1992), John Grisham",The Pelican Brief (1993),1993,0,1993,141,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.6,101811,John Grisham,The Pelican Brief,"[""John Grisham""]",4.05,430873,986,"$195,268,056","$100,768,056",51.6%,"$94,500,000",48.4%,1993,"Dec 17, 1993",45000000,100768056,187995859,1992,1,3.1776857555555558,TRUE,FALSE
"The Phantom of the Opera (French: Le Fantôme de l'Opéra) (serialised 1909–1910, published as a book 1910), Gaston Leroux",The Phantom of the Opera (2004),2004,0,2004,143,"Drama,Musical,Romance",Drama,Musical,Romance,7.2,136169,Gaston Leroux,The Phantom of the Opera,"[""Gaston Leroux""]",3.96,245024,NA,NA,NA,NA,NA,NA,NA,"Dec 8, 2004",55000000,51363743,153907999,1909,95,1.7983272545454545,TRUE,FALSE
"The Postman Always Rings Twice (1934), James Cain",The Postman Always Rings Twice (1981),1981,0,1981,122,"Crime,Drama,Romance",Crime,Drama,Romance,6.6,27192,James Cain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mar 20, 1981",12000000,12200000,44200000,1934,47,2.683333333333333,TRUE,FALSE
"The Postman (1985), David Brin",The Postman (1997),1997,0,1997,177,"Action,Adventure,Drama",Action,Adventure,Drama,6.1,82170,David Brin,The Postman,"[""David Brin""]",3.89,35793,NA,NA,NA,NA,NA,NA,NA,"Dec 25, 1997",80000000,17650704,20841123,1985,12,-0.7394859625,TRUE,FALSE
"The Prince of Tides (1986), Pat Conroy",The Prince of Tides (1991),1991,0,1991,132,"Drama,Romance",Drama,Romance,NA,6.8,20895,Pat Conroy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 25, 1991",30000000,74787599,74787599,1986,5,1.4929199666666666,TRUE,FALSE
"The Princess Bride (1973), William Goldman",The Princess Bride (1987),1987,0,1987,98,"Adventure,Comedy,Family",Adventure,Comedy,Family,8,474511,William Goldman,The Princess Bride,"[""William Goldman""]",4.27,905362,NA,NA,NA,NA,NA,NA,NA,"Sep 25, 1987",15000000,30857000,31048738,1973,14,1.0699158666666666,TRUE,FALSE
"The Princess Diaries (2000–2009) (series), Meg Cabot",The Princess Diaries 2: Royal Engagement (2004),2004,0,2004,113,"Comedy,Family,Romance",Comedy,Family,Romance,5.9,95171,Meg Cabot,The Princess Diaries,"[""Meg Cabot""]",3.81,255530,NA,NA,NA,NA,NA,NA,NA,"Aug 11, 2004",45000000,95149435,134713435,2000,4,1.9936318888888889,FALSE,TRUE
"The Prisoner of Zenda (1894), Anthony Hope",The Prisoner of Zenda (1979),1979,0,1979,108,"Adventure,Comedy",Adventure,Comedy,NA,5.2,1448,Anthony Hope,The Prisoner of Zenda,"[""Anthony Hope""]",3.84,21435,NA,NA,NA,NA,NA,NA,NA,"May 25, 1979",12500000,7000000,7000000,1894,85,-0.44,TRUE,FALSE
"The Quiet American (1955), Graham Greene",The Quiet American (2002),2002,0,2002,101,"Drama,Romance,Thriller",Drama,Romance,Thriller,7,30732,Graham Greene,The Quiet American,"[""Graham Greene""]",3.97,64071,NA,NA,NA,NA,NA,NA,NA,"Nov 22, 2002",20000000,12987647,26348203,1955,47,0.31741015,TRUE,FALSE
"The Rainmaker (1995), John Grisham",The Rainmaker (1997),1997,0,1997,135,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.2,88917,John Grisham,The Rainmaker,"[""John Grisham""]",4,197551,NA,NA,NA,NA,NA,NA,NA,"Nov 21, 1997",40000000,47159786,47159786,1995,2,0.17899465,TRUE,FALSE
"The Reader (1995), Bernhard Schlink",The Reader (2008),2008,0,2008,124,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.6,270993,Bernhard Schlink,The Reader,"[""Bernhard Schlink""]",3.78,212978,NA,NA,NA,NA,NA,NA,NA,"Dec 10, 2008",32500000,34194407,112964875,1995,13,2.4758423076923077,TRUE,FALSE
"The Remains of the Day (1989), Ishiguro",The Remains of the Day (1993),1993,0,1993,134,"Drama,Romance",Drama,Romance,NA,7.8,90407,Ishiguro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nov 5, 1993",15000000,22954968,63954968,1989,4,3.2636645333333334,TRUE,FALSE
"Return of the Living Dead (1977), John Russo",The Return of the Living Dead (1985),1985,0,1985,91,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,7.3,75204,John Russo,NA,NA,3.35,227,NA,NA,NA,NA,NA,NA,NA,"Aug 16, 1985",4000000,14237880,14238828,1977,8,2.559707,FALSE,FALSE
"Ring (リング, Ringu) (1991), Koji Suzuki",The Ring (2002),2002,0,2002,115,"Horror,Mystery",Horror,Mystery,NA,7.1,395113,Koji Suzuki,NA,NA,NA,NA,733,"$249,348,933","$129,128,133",51.8%,"$120,220,800",48.2%,2002,"Oct 18, 2002",48000000,129094024,248218486,1991,11,4.171218458333334,FALSE,FALSE
"The Road (2006), Cormac McCarthy",The Road (2009),2009,0,2009,111,"Drama,Thriller",Drama,Thriller,NA,7.2,266243,Cormac McCarthy,The Road,"[""Cormac McCarthy""]",4.34,196,NA,NA,NA,NA,NA,NA,NA,"Nov 25, 2009",25000000,8114270,29206732,2006,3,0.16826928,TRUE,FALSE
"The Robe (1942), Lloyd C. Douglas",The Robe (1953),1953,0,1953,135,"Drama,History,Romance",Drama,History,Romance,6.7,12581,Lloyd C. Douglas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sep 16, 1953",5000000,36000000,36010887,1942,11,6.2021774,TRUE,FALSE
"The Rules of Attraction (1987), Bret Easton Ellis",The Rules of Attraction (2002),2002,0,2002,110,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.6,54885,Bret Easton Ellis,The Rules of Attraction,"[""Bret Easton Ellis""]",3.72,47755,NA,NA,NA,NA,NA,NA,NA,"Oct 11, 2002",4000000,6525762,11799060,1987,15,1.949765,TRUE,FALSE
"The Running Man (1982), Stephen King[N 33]",The Running Man (1987),1987,0,1987,101,"Action,Sci-Fi,Thriller",Action,Sci-Fi,Thriller,6.6,180363,Stephen King[N 33],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nov 13, 1987",30000000,38122000,38122000,1982,5,0.2707333333333333,TRUE,FALSE
"The Scarlet Letter (1850), Nathaniel Hawthorne",The Scarlet Letter (1995),1995,0,1995,135,"Drama,Romance",Drama,Romance,NA,5.3,17136,Nathaniel Hawthorne,The Scarlet Letter,"[""Nathaniel Hawthorne""]",3.43,870808,NA,NA,NA,NA,NA,NA,NA,"Oct 13, 1995",50000000,10359006,10359006,1850,145,-0.79281988,TRUE,FALSE
"These Foolish Things (2004), Deborah Moggach",The Second Best Exotic Marigold Hotel (2015),2015,0,2015,122,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.5,37270,Deborah Moggach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feb 26, 2015",10000000,33078266,89400862,2004,11,7.9400862,FALSE,FALSE
"The Secret Life of Bees (2002), Sue Monk Kidd",The Secret Life of Bees (2008),2008,0,2008,114,Drama,Drama,NA,NA,7.2,29358,Sue Monk Kidd,The Secret Life of Bees,"[""Sue Monk Kidd""]",4.09,1298713,NA,NA,NA,NA,NA,NA,NA,"Oct 17, 2008",11000000,37780486,39994347,2002,6,2.6358497272727273,TRUE,FALSE
"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy Dog (2006),2006,0,2006,98,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,4.4,20802,Felix Salten,The Hound of Florence,"[""Felix Salten""]",2.68,NA,NA,NA,NA,NA,NA,NA,NA,"Mar 10, 2006",60000000,61123569,87123569,1923,83,0.45205948333333335,FALSE,FALSE
"The Shining (1977), Stephen King",The Shining (1980),1980,0,1980,146,"Drama,Horror",Drama,Horror,NA,8.4,1189263,Stephen King,The Shining,"[""Stephen King""]",4.27,1510101,NA,NA,NA,NA,NA,NA,NA,"May 23, 1980",19000000,45634750,46821136,1977,3,1.4642703157894736,TRUE,FALSE
"The Shipping News (1993), Annie Proulx",The Shipping News (2001),2001,0,2001,111,Drama,Drama,NA,NA,6.7,34579,Annie Proulx,The Shipping News,"[""Annie Proulx""]",3.88,146802,NA,NA,NA,NA,NA,NA,NA,"Dec 25, 2001",35000000,11405825,24405825,1993,8,-0.3026907142857143,TRUE,FALSE
"The Silence of the Lambs (1988), Thomas Harris",The Silence of the Lambs (1991),1991,0,1991,118,"Crime,Drama,Horror",Crime,Drama,Horror,8.6,1669037,Thomas Harris,NA,NA,4.25,552417,657,"$272,742,922","$130,742,922",47.9%,"$142,000,000",52.1%,1991,"Feb 14, 1991",20000000,130726716,275726375,1988,3,12.78631875,TRUE,FALSE
"The Spy Who Loved Me (1962), Ian Fleming",The Spy Who Loved Me (1977),1977,0,1977,125,"Action,Adventure,Thriller",Action,Adventure,Thriller,7,121974,Ian Fleming,The Spy Who Loved Me,"[""Ian Fleming""]",3.4,13613,NA,NA,NA,NA,NA,NA,NA,"Jul 13, 1977",14000000,46800000,185400000,1962,15,12.242857142857142,TRUE,FALSE
"The Stepford Wives (1972), Ira Levin",The Stepford Wives (2004),2004,0,2004,93,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,5.4,72683,Ira Levin,The Stepford Wives,"[""Ira Levin""]",3.84,42604,NA,NA,NA,NA,NA,NA,NA,"Jun 11, 2004",100000000,59475623,96150482,1972,32,-0.03849518,TRUE,FALSE
"The Sum of All Fears (1991), Tom Clancy",The Sum of All Fears (2002),2002,0,2002,124,"Action,Drama,Thriller",Action,Drama,Thriller,6.5,131695,Tom Clancy,The Sum of All Fears,"[""Tom Clancy""]",4.07,63097,992,"$193,921,372","$118,907,036",61.3%,"$75,014,336",38.7%,2002,"May 31, 2002",68000000,118471320,193500000,1991,11,1.8455882352941178,TRUE,FALSE
"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]",The Taking of Pelham 123 (2009),2009,0,2009,106,"Action,Crime,Thriller",Action,Crime,Thriller,6.4,214939,Morton Freedgood[N 6],NA,NA,3.76,2311,NA,NA,NA,NA,NA,NA,NA,"Jun 12, 2009",110000000,65452312,152364370,1973,36,0.38513063636363637,FALSE,FALSE
"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]",The Taking of Pelham One Two Three (1974),1974,0,1974,104,"Action,Crime,Thriller",Action,Crime,Thriller,7.6,39913,Morton Freedgood[N 6],NA,NA,3.76,2311,NA,NA,NA,NA,NA,NA,NA,"Oct 2, 1974",3800000,0,353,1973,1,-0.9999071052631578,TRUE,FALSE
"The Talented Mr. Ripley (1955), Patricia Highsmith",The Talented Mr. Ripley (1999),1999,0,1999,139,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.4,265216,Patricia Highsmith,The Talented Mr. Ripley,"[""Patricia Highsmith""]",3.94,95085,NA,NA,NA,NA,NA,NA,NA,"Dec 24, 1999",40000000,81292135,128792130,1955,44,2.21980325,TRUE,FALSE
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",The Three Musketeers (2011),2011,0,2011,110,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.7,114751,"Alexandre Dumas, père",NA,NA,4.09,325818,NA,NA,NA,NA,NA,NA,NA,"Oct 21, 2011",90000000,20377913,139877913,1844,167,0.5541990333333333,TRUE,FALSE
"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",The Tigger Movie (2000),2000,0,2000,77,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.4,21370,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,4.36,329906,NA,NA,NA,NA,NA,NA,NA,"Feb 11, 2000",20000000,45542421,96147688,1926,74,3.8073844,FALSE,TRUE
"The Time Machine (1895), H. G. Wells",The Time Machine (2002),2002,0,2002,96,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6,134336,H. G. Wells,NA,NA,4.1,56188,NA,NA,NA,NA,NA,NA,NA,"Mar 8, 2002",80000000,56684819,98983590,1895,107,0.237294875,TRUE,FALSE
"The Trouble with Harry (1950), Jack Trevor Story",The Trouble with Harry (1955),1955,0,1955,99,"Comedy,Mystery",Comedy,Mystery,NA,7,43445,Jack Trevor Story,The Trouble with Harry,"[""Jack Trevor Story""]",3.64,404,NA,NA,NA,NA,NA,NA,NA,"Oct 3, 1955",1200000,7000000,7000000,1950,5,4.833333333333333,TRUE,FALSE
"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",The Twilight Saga: Eclipse (2010),2010,0,2010,124,"Action,Adventure,Drama",Action,Adventure,Drama,5.1,275291,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",NA,NA,NA,NA,156,"$698,513,085","$300,531,751",43%,"$397,981,334",57%,2010,"Jun 30, 2010",68000000,300531751,705146066,2005,5,9.3697950882352945,FALSE,TRUE
"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",The Twilight Saga: New Moon (2009),2009,0,2009,130,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,4.8,315384,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",NA,NA,NA,NA,148,"$711,048,123","$297,816,253",41.9%,"$413,231,870",58.1%,2009,"Nov 19, 2009",50000000,296623634,687556547,2005,4,12.75113094,FALSE,TRUE
"Asking for Trouble (2001), Elizabeth Young",The Wedding Date (2005),2005,0,2005,90,"Comedy,Romance",Comedy,Romance,NA,6.1,58458,Elizabeth Young,Asking for Trouble,"[""Elizabeth Young""]",3.6,8985,NA,NA,NA,NA,NA,NA,NA,"Feb 4, 2005",15000000,31726995,47175038,2001,4,2.1450025333333333,FALSE,FALSE
"The Witches (1983), Roald Dahl",The Witches (2020),2020,0,2020,106,"Adventure,Comedy,Family",Adventure,Comedy,Family,5.4,49926,Roald Dahl,The Witches,"[""Roald Dahl""]",4.18,399607,NA,NA,NA,NA,NA,NA,NA,"Oct 22, 2020",100000000,0,29100000,1983,37,-0.709,TRUE,FALSE
"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wiz (1978),1978,0,1978,134,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,5.6,18830,L. Frank Baum,The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,NA,NA,NA,NA,NA,NA,NA,"Oct 24, 1978",24000000,22000000,22000000,1900,78,-0.08333333333333333,FALSE,FALSE
"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1939),1939,0,1939,102,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,8.1,457523,L. Frank Baum,The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,NA,NA,NA,NA,NA,NA,NA,"Aug 25, 1939",2777000,35572006,35883231,1900,39,11.921581202736766,FALSE,FALSE
"The Woman in Black (1983), Susan Hill",The Woman in Black (2012),2012,0,2012,95,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,6.4,198005,Susan Hill,NA,NA,3.75,70584,NA,NA,NA,NA,NA,NA,NA,"Feb 3, 2012",15000000,54333290,128955898,1983,29,7.597059866666667,TRUE,FALSE
"The Pillar of Light (1990), Gerald N. Lund",The Work and the Glory (2004),2004,0,2004,110,"Drama,Romance",Drama,Romance,NA,6.5,1253,Gerald N. Lund,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nov 24, 2004",7500000,3347647,3347647,1990,14,-0.5536470666666666,FALSE,FALSE
"Oil! (1927), Upton Sinclair",There Will Be Blood (2007),2007,0,2007,158,Drama,Drama,NA,NA,8.2,687170,Upton Sinclair,Oil!,"[""Upton Sinclair""]",3.73,6642,NA,NA,NA,NA,NA,NA,NA,"Dec 26, 2007",25000000,40222514,77185983,1927,80,2.08743932,FALSE,FALSE
"Thunderball (1961), Ian Fleming",Thunderball (1965),1965,0,1965,130,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.9,133600,Ian Fleming,Thunderball,"[""Ian Fleming""]",3.83,16850,NA,NA,NA,NA,NA,NA,NA,"Dec 11, 1965",9000000,63600000,141200000,1961,4,14.688888888888888,TRUE,FALSE
"Timeline (1999), Michael Crichton",Timeline (2003),2003,0,2003,116,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,5.6,68564,Michael Crichton,Timeline,"[""Michael Crichton""]",3.87,207753,NA,NA,NA,NA,NA,NA,NA,"Nov 26, 2003",80000000,19480739,26703184,1999,4,-0.6662102,TRUE,FALSE
"The History of Tom Jones, a Foundling (1749), Henry Fielding",Tom Jones (1963),1963,0,1963,129,"Adventure,Comedy,History",Adventure,Comedy,History,6.4,15048,Henry Fielding,"The History of Tom Jones, a Foundling","[""Henry Fielding""]",3.75,33461,NA,NA,NA,NA,NA,NA,NA,"Oct 7, 1963",1000000,37600000,37600000,1749,214,36.6,FALSE,FALSE
"Topaz (1967), Leon Uris",Topaz (1969),1969,0,1969,143,"Drama,Thriller",Drama,Thriller,NA,6.2,20671,Leon Uris,Topaz,"[""Leon Uris""]",3.86,5495,NA,NA,NA,NA,NA,NA,NA,"Dec 19, 1969",4000000,6000000,6000000,1967,2,0.5,TRUE,FALSE
"Trainspotting (1993), Irvine Welsh",Trainspotting (1996),1996,0,1996,93,"Crime,Drama",Crime,Drama,NA,8.1,758292,Irvine Welsh,Trainspotting,"[""Irvine Welsh""]",4.1,168229,NA,NA,NA,NA,NA,NA,NA,"May 16, 1996",3100000,16501785,71548935,1993,3,22.080301612903227,TRUE,FALSE
"Treasure Island (1883), Robert Louis Stevenson",Treasure Planet (2002),2002,0,2002,95,"Adventure,Animation,Family",Adventure,Animation,Family,7.2,144246,Robert Louis Stevenson,Treasure Island,"[""Robert Louis Stevenson""]",3.84,495372,NA,NA,NA,NA,NA,NA,NA,"Nov 27, 2002",100000000,38120554,91800000,1883,119,-0.082,FALSE,FALSE
"True Grit (1968), Charles Portis",True Grit (2010),2010,0,2010,110,"Drama,Western",Drama,Western,NA,7.6,370851,Charles Portis,True Grit,"[""Charles Portis""]",4.16,60543,718,"$252,278,285","$171,243,005",67.9%,"$81,035,280",32.1%,2010,"Dec 22, 2010",35000000,171243005,252276928,1968,42,6.207912228571429,TRUE,FALSE
"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",Twilight (2008),2008,0,2008,122,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,5.3,514579,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",NA,NA,3.65,6653266,367,"$410,785,270","$193,962,473",47.2%,"$216,822,797",52.8%,2008,"Nov 21, 2008",37000000,192769854,402275769,2005,3,9.872318081081081,TRUE,TRUE
