...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
3070,"A Tale of Two Cities (1859), Charles Dickens",A Tale of Two Cities (1984)[N 2],A Tale of Two Cities,1984,"A Tale of Two Cities,1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Tale of Two Cities,Charles Dickens,"A Tale of Two Cities,Charles Dickens",A Tale of Two Cities,"[""Charles Dickens""]",4.07,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,"A Tale of Two Cities (1859), Charles Dickens",A Tale of Two Cities (1984)[N 2],A Tale of Two Cities,1984,"A Tale of Two Cities,1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Tale of Two Cities,Charles Dickens,"A Tale of Two Cities,Charles Dickens",A Tale of Two Cities,"[""Charles Dickens""]",4.07,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,"A Tale of Two Cities (1859), Charles Dickens",A Tale of Two Cities (1984)[N 2],A Tale of Two Cities,1984,"A Tale of Two Cities,1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Tale of Two Cities,Charles Dickens,"A Tale of Two Cities,Charles Dickens",A Tale of Two Cities,"[""Charles Dickens""]",4.07,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3071,"Tales of the South Pacific (1947), James A. Michener",South Pacific (1958),South Pacific,1958,"South Pacific,1958",tt0052225,South Pacific,South Pacific,0,1958,157,"Drama,Musical,Romance",6.8,10744,South Pacific,Tales of the South Pacific,James A. Michener,"Tales of the South Pacific,James A. Michener",Tales of the South Pacific,"[""James A. Michener""]",4.05,16066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,"Tales of the South Pacific (1947), James A. Michener",South Pacific (2001),South Pacific,2001,"South Pacific,2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tales of the South Pacific,James A. Michener,"Tales of the South Pacific,James A. Michener",Tales of the South Pacific,"[""James A. Michener""]",4.05,16066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,"The Talented Mr. Ripley (1955), Patricia Highsmith",Purple Noon (French: Plein soleil) (1960),Purple Noon,1960,"Purple Noon,1960",tt0054189,Purple Noon,Plein soleil,0,1960,118,"Crime,Drama,Thriller",7.7,23183,Plein soleil,The Talented Mr. Ripley,Patricia Highsmith,"The Talented Mr. Ripley,Patricia Highsmith",The Talented Mr. Ripley,"[""Patricia Highsmith""]",3.94,95085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,"The Talented Mr. Ripley (1955), Patricia Highsmith",The Talented Mr. Ripley (1999),The Talented Mr. Ripley,1999,"The Talented Mr. Ripley,1999",tt0134119,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,139,"Crime,Drama,Thriller",7.4,265216,The Talented Mr. Ripley,The Talented Mr. Ripley,Patricia Highsmith,"The Talented Mr. Ripley,Patricia Highsmith",The Talented Mr. Ripley,"[""Patricia Highsmith""]",3.94,95085,NA,NA,NA,NA,NA,NA,NA,1695,1695,"Dec 24, 1999",The Talented Mr. Ripley,40000000,81292135,"$128,792,130",1601,"The Talented Mr. Ripley,1999"
3075,"The Tall Men (1954), Henry Wilson Allen",The Tall Men (1954),The Tall Men,1954,"The Tall Men,1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Tall Men,Henry Wilson Allen,"The Tall Men,Henry Wilson Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan of the Apes (1918),Tarzan of the Apes,1918,"Tarzan of the Apes,1918",tt0009682,Tarzan of the Apes,Tarzan of the Apes,0,1918,73,"Action,Adventure",5.7,991,Tarzan of the Apes,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Romance of Tarzan (1918),The Romance of Tarzan,1918,"The Romance of Tarzan,1918",tt0009560,The Romance of Tarzan,The Romance of Tarzan,0,1918,70,"Action,Adventure",6.4,63,The Romance of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3078,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Revenge of Tarzan (1920),The Revenge of Tarzan,1920,"The Revenge of Tarzan,1920",tt0011624,The Revenge of Tarzan,The Revenge of Tarzan,0,1920,90,"Action,Adventure",5.4,74,The Revenge of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3079,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Son of Tarzan (1920),The Son of Tarzan,1920,"The Son of Tarzan,1920",tt0011717,The Son of Tarzan,The Son of Tarzan,0,1920,248,"Action,Adventure",5.3,155,The Son of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3080,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Adventures of Tarzan (1921),The Adventures of Tarzan,1921,"The Adventures of Tarzan,1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Golden Lion (1927),Tarzan and the Golden Lion,1927,"Tarzan and the Golden Lion,1927",tt0018464,Tarzan and the Golden Lion,Tarzan and the Golden Lion,0,1927,57,"Action,Adventure",5.1,256,Tarzan and the Golden Lion,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan the Mighty (1928),Tarzan the Mighty,1928,"Tarzan the Mighty,1928",tt0019447,Tarzan the Mighty,Tarzan the Mighty,0,1928,300,"Action,Adventure",6.1,61,Tarzan the Mighty,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan the Tiger (1929),Tarzan the Tiger,1929,"Tarzan the Tiger,1929",tt0020481,Tarzan the Tiger,Tarzan the Tiger,0,1929,266,"Action,Adventure",5.3,163,Tarzan the Tiger,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan the Ape Man (1932),Tarzan the Ape Man,1932,"Tarzan the Ape Man,1932",tt0023551,Tarzan the Ape Man,Tarzan the Ape Man,0,1932,100,"Action,Adventure,Romance",6.9,8754,Tarzan the Ape Man,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan the Fearless (1933),Tarzan the Fearless,1933,"Tarzan the Fearless,1933",tt0024645,Tarzan the Fearless,Tarzan the Fearless,0,1933,86,"Adventure,Family",4.8,875,Tarzan the Fearless,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and His Mate (1934),Tarzan and His Mate,1934,"Tarzan and His Mate,1934",tt0025862,Tarzan and His Mate,Tarzan and His Mate,0,1934,104,"Action,Adventure,Romance",7.2,5915,Tarzan and His Mate,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The New Adventures of Tarzan (1935),The New Adventures of Tarzan,1935,"The New Adventures of Tarzan,1935",tt0026772,The New Adventures of Tarzan,The New Adventures of Tarzan,0,1935,257,"Action,Adventure,Crime",5.3,449,The New Adventures of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The New Adventures of Tarzan (1935),The New Adventures of Tarzan,1935,"The New Adventures of Tarzan,1935",tt0026773,The New Adventures of Tarzan,The New Adventures of Tarzan,0,1935,70,"Action,Adventure",4.5,224,The New Adventures of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3088,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan Escapes (1936),Tarzan Escapes,1936,"Tarzan Escapes,1936",tt0028345,Tarzan Escapes,Tarzan Escapes,0,1936,89,"Action,Adventure,Family",6.5,3764,Tarzan Escapes,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3089,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan’s Revenge (1938),Tarzan’s Revenge,1938,"Tarzan’s Revenge,1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan Finds a Son! (1939),Tarzan Finds a Son!,1939,"Tarzan Finds a Son!,1939",tt0032007,Tarzan Finds a Son!,Tarzan Finds a Son!,0,1939,82,"Action,Adventure,Family",6.5,3765,Tarzan Finds a Son!,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3091,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Secret Treasure (1941),Tarzan's Secret Treasure,1941,"Tarzan's Secret Treasure,1941",tt0034266,Tarzan's Secret Treasure,Tarzan's Secret Treasure,0,1941,81,"Action,Adventure,Romance",6.4,3287,Tarzan's Secret Treasure,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's New York Adventure (1942),Tarzan's New York Adventure,1942,"Tarzan's New York Adventure,1942",tt0035419,Tarzan's New York Adventure,Tarzan's New York Adventure,0,1942,71,"Action,Adventure",6.5,3787,Tarzan's New York Adventure,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3093,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan Triumphs (1943),Tarzan Triumphs,1943,"Tarzan Triumphs,1943",tt0036414,Tarzan Triumphs,Tarzan Triumphs,0,1943,76,"Action,Adventure,War",6.2,2525,Tarzan Triumphs,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3094,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Desert Mystery (1943),Tarzan's Desert Mystery,1943,"Tarzan's Desert Mystery,1943",tt0035795,Tarzan's Desert Mystery,Tarzan's Desert Mystery,0,1943,70,"Adventure,Mystery,War",6.1,2357,Tarzan's Desert Mystery,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Amazons (1945),Tarzan and the Amazons,1945,"Tarzan and the Amazons,1945",tt0038151,Tarzan and the Amazons,Tarzan and the Amazons,0,1945,76,"Action,Adventure",6.2,2714,Tarzan and the Amazons,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Leopard Woman (1946),Tarzan and the Leopard Woman,1946,"Tarzan and the Leopard Woman,1946",tt0039011,Tarzan and the Leopard Woman,Tarzan and the Leopard Woman,0,1946,72,"Action,Adventure,Romance",6,2521,Tarzan and the Leopard Woman,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Huntress (1947),Tarzan and the Huntress,1947,"Tarzan and the Huntress,1947",tt0039887,Tarzan and the Huntress,Tarzan and the Huntress,0,1947,72,"Action,Adventure,Romance",6,2315,Tarzan and the Huntress,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Mermaids (1948),Tarzan and the Mermaids,1948,"Tarzan and the Mermaids,1948",tt0040862,Tarzan and the Mermaids,Tarzan and the Mermaids,0,1948,68,"Action,Adventure",5.5,2282,Tarzan and the Mermaids,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Magic Fountain (1949),Tarzan's Magic Fountain,1949,"Tarzan's Magic Fountain,1949",tt0041947,Tarzan's Magic Fountain,Tarzan's Magic Fountain,0,1949,73,"Action,Adventure,Fantasy",5.9,739,Tarzan's Magic Fountain,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Slave Girl (1950),Tarzan and the Slave Girl,1950,"Tarzan and the Slave Girl,1950",tt0043025,Tarzan and the Slave Girl,Tarzan and the Slave Girl,0,1950,74,"Action,Adventure",5.6,698,Tarzan and the Slave Girl,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Peril (1951),Tarzan's Peril,1951,"Tarzan's Peril,1951",tt0043695,Tarzan's Peril,Tarzan's Peril,0,1951,78,Adventure,5.7,666,Tarzan's Peril,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Savage Fury (1952),Tarzan's Savage Fury,1952,"Tarzan's Savage Fury,1952",tt0045220,Tarzan's Savage Fury,Tarzan's Savage Fury,0,1952,81,"Action,Adventure",5.7,588,Tarzan's Savage Fury,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the She-Devil (1953),Tarzan and the She-Devil,1953,"Tarzan and the She-Devil,1953",tt0046404,Tarzan and the She-Devil,Tarzan and the She-Devil,0,1953,75,"Action,Adventure",5.3,669,Tarzan and the She-Devil,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Hidden Jungle (1955),Tarzan's Hidden Jungle,1955,"Tarzan's Hidden Jungle,1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Lost Safari (1957),Tarzan and the Lost Safari,1957,"Tarzan and the Lost Safari,1957",tt0051057,Tarzan and the Lost Safari,Tarzan and the Lost Safari,0,1957,86,"Action,Adventure",5.7,688,Tarzan and the Lost Safari,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Trappers (1958),Tarzan and the Trappers,1958,"Tarzan and the Trappers,1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Fight for Life (1958),Tarzan's Fight for Life,1958,"Tarzan's Fight for Life,1958",tt0052275,Tarzan's Fight for Life,Tarzan's Fight for Life,0,1958,86,"Action,Adventure",5.2,594,Tarzan's Fight for Life,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3108,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Greatest Adventure (1959),Tarzan's Greatest Adventure,1959,"Tarzan's Greatest Adventure,1959",tt0053334,Tarzan's Greatest Adventure,Tarzan's Greatest Adventure,0,1959,88,"Action,Adventure,Family",6.4,1540,Tarzan's Greatest Adventure,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan, the Ape Man (1959)","Tarzan, the Ape Man",1959,"Tarzan, the Ape Man,1959",tt0053335,"Tarzan, the Ape Man","Tarzan, the Ape Man",0,1959,82,"Action,Adventure,Romance",3.8,417,"Tarzan, the Ape Man",Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3110,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan the Magnificent (1960),Tarzan the Magnificent,1960,"Tarzan the Magnificent,1960",tt0054368,Tarzan the Magnificent,Tarzan the Magnificent,0,1960,82,"Action,Adventure",6.3,802,Tarzan the Magnificent,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan Goes to India (1962),Tarzan Goes to India,1962,"Tarzan Goes to India,1962",tt0056560,Tarzan Goes to India,Tarzan Goes to India,0,1962,88,"Action,Adventure",5.3,627,Tarzan Goes to India,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3112,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Three Challenges (1963),Tarzan's Three Challenges,1963,"Tarzan's Three Challenges,1963",tt0057560,Tarzan's Three Challenges,Tarzan's Three Challenges,0,1963,100,"Action,Adventure",5.6,622,Tarzan's Three Challenges,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Valley of Gold (1966),Tarzan and the Valley of Gold,1966,"Tarzan and the Valley of Gold,1966",tt0061067,Tarzan and the Valley of Gold,Tarzan and the Valley of Gold,0,1966,90,Adventure,5.8,622,Tarzan and the Valley of Gold,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Great River (1967),Tarzan and the Great River,1967,"Tarzan and the Great River,1967",tt0062341,Tarzan and the Great River,Tarzan and the Great River,0,1967,88,"Action,Adventure",5.3,460,Tarzan and the Great River,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Jungle Boy (1968),Tarzan and the Jungle Boy,1968,"Tarzan and the Jungle Boy,1968",tt0063673,Tarzan and the Jungle Boy,Tarzan and the Jungle Boy,0,1968,99,"Action,Adventure",5.2,470,Tarzan and the Jungle Boy,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
