"","rank","release_group","worldwide","domestic","percent","foreign","percent_2","year"
"2172",122,"The Object of Beauty","$5,136,759","$5,136,759","100%","-","-",1991
"2173",123,"La Femme Nikita","$5,018,604","$5,017,971","100%","-","-",1991
"2174",124,"True Identity","$4,693,236","$4,693,236","100%","-","-",1991
"2175",125,"The Hitman","$4,654,288","$4,654,288","100%","-","-",1991
"2176",126,"Dutch","$4,603,929","$4,603,929","100%","-","-",1991
"2177",127,"Run","$4,409,328","$4,409,328","100%","-","-",1991
"2178",128,"Hear My Song","$4,313,473","$4,313,473","100%","-","-",1991
"2179",129,"Popcorn","$4,205,000","$4,205,000","100%","-","-",1991
"2180",130,"Life Stinks","$4,102,526","$4,102,526","100%","-","-",1991
"2181",131,"Impromptu","$4,076,211","$4,076,211","100%","-","-",1991
"2182",132,"Antarctica","$4,075,362","-","-","$4,075,362","100%",1991
"2183",133,"Paris Is Burning","$3,780,329","$3,779,620","100%","-","-",1991
"2184",134,"Mannequin: On the Move","$3,752,428","$3,752,428","100%","-","-",1991
"2185",135,"My Heroes Have Always Been Cowboys","$3,603,615","$3,603,615","100%","-","-",1991
"2186",136,"Shout","$3,547,684","$3,547,684","100%","-","-",1991
"2187",137,"Homicide","$2,971,661","$2,971,661","100%","-","-",1991
"2188",138,"Another You","$2,865,916","$2,865,916","100%","-","-",1991
